i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:11490,55,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:cuboid_1;pos:-875,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_2;pos:-875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_3;pos:875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_4;pos:-875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_5;pos:-875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_6;pos:-875,0,-16625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_7;pos:9625,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_8;pos:11375,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_9;pos:11375,0,875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_10;pos:13125,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_11;pos:14875,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_12;pos:9625,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_13;pos:11375,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_14;pos:13125,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_15;pos:14875,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_16;pos:7875,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_17;pos:9625,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_18;pos:13125,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_19;pos:14815.89,0,-4366.951;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_20;pos:7875,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_21;pos:9625,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_22;pos:11375,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_23;pos:13125,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_24;pos:4375,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_25;pos:6125,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_26;pos:7875,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_27;pos:9625,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_28;pos:11375,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_29;pos:13125,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_30;pos:875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_31;pos:2625,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_32;pos:4375,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_33;pos:6125,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_34;pos:7875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_35;pos:9625,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_36;pos:11375,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_37;pos:2625,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_38;pos:4375,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_39;pos:7875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_40;pos:9625,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_41;pos:875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_42;pos:2625,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_43;pos:4375,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_44;pos:6125,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_45;pos:7875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_46;pos:11374.48,0,-11374.62;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_47;pos:875,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_48;pos:2625,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_49;pos:4375,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_50;pos:6125,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_51;pos:875,0,-16625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_782;pos:-12,166.25,-14970.75;m:cuboid;scl:0.58,0.3,0.58;clr:20,12,12,255;;
i:cuboid_783;pos:-12,165,-14970.75;m:cuboid;scl:0.45,0.55,0.45;clr:20,12,12,255;;
i:cuboid_784;pos:-12,124.13,-14970.75;m:cuboid;scl:0.58,0.3,0.58;clr:20,12,12,255;;
i:cuboid_785;pos:-12,125.68,-14970.75;m:cuboid;scl:0.45,0.55,0.45;clr:20,12,12,255;;
i:cylinder_786;pos:370,55,-16162;m:cylinder;scl:0.15,2,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_787;pos:375,55,-16162;m:cylinder;scl:0.15,2.25,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_788;pos:380,55,-16162;m:cylinder;scl:0.15,2.25,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_789;pos:385,55,-16162;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_790;pos:390,55,-16162;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_791;pos:395,55,-16162;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_792;pos:400,55,-16162;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_793;pos:405,55,-16162;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_794;pos:410,55,-16162;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_795;pos:415,55,-16162;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_796;pos:420,55,-16162;m:cylinder;scl:0.15,2.25,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_797;pos:425,55,-16162;m:cylinder;scl:0.15,2.25,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_798;pos:430,55,-16162;m:cylinder;scl:0.15,2,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_799;pos:370,55,-16320;m:cylinder;scl:0.15,2,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_800;pos:375,55,-16320;m:cylinder;scl:0.15,2.25,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_801;pos:380,55,-16320;m:cylinder;scl:0.15,2.25,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_802;pos:385,55,-16320;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_803;pos:390,55,-16320;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_804;pos:395,55,-16320;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_805;pos:400,55,-16320;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_806;pos:405,55,-16320;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_807;pos:410,55,-16320;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_808;pos:415,55,-16320;m:cylinder;scl:0.15,3,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_809;pos:420,55,-16320;m:cylinder;scl:0.15,2.25,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_810;pos:425,55,-16320;m:cylinder;scl:0.15,2.25,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_811;pos:430,55,-16320;m:cylinder;scl:0.15,2,0.15;t:stone9;til:0.001,0.001;clr:127,127,127,255;;
i:cylinder_812;pos:-191.9303,45.87215,-15568.45;rot:0,176.0324,0;m:cylinder;scl:70,3,70;t:stone2;til:9,9;;
i:cylinder_813;pos:-171.0689,60.26946,-15571.62;rot:0,181.2708,0;m:cylinder;scl:60,3,60;t:stone2;til:9,9;;
i:cylinder_814;pos:-164.0351,72.85394,-15571.53;rot:0,174.5085,0;m:cylinder;scl:50,3,50;t:stone2;til:9,9;;
i:cylinder_815;pos:-134.3941,26.76611,-15654.47;rot:0,341.9267,0;m:cylinder;scl:90,3,90;t:stone2;til:9,9;;
i:house12_821;pos:-141.8304,48.73442,-16131.27;rot:0,43.78192,0;m:house12;scl:0.7,0.7,0.7;;
i:cuboid_822;pos:444.3056,52.1107,-15661.36;rot:0,0.1954342,0;m:cuboid;scl:3,3,130;t:stone2;til:3,6;;
i:cuboid_823;pos:505.7283,52.00488,-15219.85;rot:0,180.0881,0;m:cuboid;scl:15,3,40;t:stone2;til:10,10;;
i:cuboid_824;pos:506.053,52.32789,-15614.48;rot:0,179.9235,0;m:cuboid;scl:15,3,40;t:stone2;til:10,10;;
i:cuboid_825;pos:350.7432,50.90118,-15660.36;rot:0,180.3308,0;m:cuboid;scl:3,3,130;t:stone2;til:3,6;;
i:cuboid_826;pos:15.86336,51.11974,-15637.75;rot:0,180.6244,0;m:cuboid;scl:70,3,70;t:stone2;til:10,10;;
i:canal1_827;pos:398.5426,48.43429,-15614.17;rot:0,0.5041729,0;m:canal1;scl:1,2,2;;
i:canal1_828;pos:395.5064,48.36404,-16056.03;rot:0,0.05367502,0;m:canal1;scl:1,2,2;;
i:canal1_829;pos:399.2438,48.58035,-15168.92;rot:0,1.292029,0;m:canal1;scl:1,2,2;;
i:castle1_830;pos:-14.53475,51.59613,-16164.99;rot:0,79.98215,0;m:castle1;scl:0.7,0.7,0.7;;
i:house12_831;pos:-45.93126,46.65172,-16154.36;rot:5.200001,42.98273,-2.143255E-07;m:house12;scl:0.7,0.7,0.7;;
i:tower2_835;pos:11.21094,45.6299,-16008.84;rot:2.668043E-08,5.078156,353.2;m:tower2;scl:0.7,0.7,0.7;;
i:village1_840;pos:-238.3968,48.89148,-16182.06;rot:0,300.5211,0;m:village1;scl:0.7,0.7,0.7;;
i:house12_842;pos:-78.01061,48.94403,-16329.68;rot:0,88.73339,0;m:house12;scl:0.7,0.7,0.7;;
i:house14_843;pos:-206.6508,96.35956,-15583.8;rot:0,29.76912,0;m:house14;scl:2,2,2;;
i:house14_844;pos:-120.4277,100.7394,-15561.48;rot:0,116.8542,0;m:house14;scl:2,2,2;;
i:house14_845;pos:-147.441,104.5591,-15628.96;rot:0,257.3368,0;m:house14;scl:0.6,2,2;;
i:tower5_846;pos:-152.3687,112.9679,-15613.36;rot:0,343.3844,0;m:tower5;scl:2,2,2;;
i:house12_850;pos:18.06008,101.8042,-15634.81;rot:0,291.1804,0;m:house12;scl:0.7,0.7,0.7;;
i:house8_851;pos:17.33746,116.2064,-15515.18;rot:0,259.0411,0;m:house8;scl:0.7,0.7,0.7;;
i:house12_852;pos:25.9169,101.8337,-15605.4;rot:0,277.4797,0;m:house12;scl:0.7,0.7,0.7;;
i:house5_860;pos:-411.5004,61.08977,-16196.61;rot:0,315.0673,0;m:house5;scl:0.7,0.7,0.7;;
i:house5_867;pos:184.6623,76.92558,-15851.74;rot:0,266.7414,0;m:house5;scl:0.7,0.7,0.7;;
i:house5_872;pos:295.6765,77.75793,-15613.89;rot:0,268.9255,0;m:house5;scl:0.7,0.7,0.7;;
i:tower5_874;pos:200.3382,65.50166,-15448.29;rot:0,269.623,0;m:tower5;scl:0.7,0.7,0.7;;
i:house5_878;pos:149.7684,76.56419,-15450.05;rot:0,168.1179,0;m:house5;scl:0.7,0.7,0.7;;
i:house5_880;pos:-50.07151,100.0516,-15352.43;rot:0,296.5448,0;m:house5;scl:0.7,0.7,0.7;;
i:house5_881;pos:200.3095,77.10692,-15345.2;rot:0,177.2864,0;m:house5;scl:0.7,0.7,0.7;;
i:house5_884;pos:328.7861,56.62323,-15171.49;rot:0,177.3547,0;m:house5;scl:0.7,0.7,0.7;;
i:house5_887;pos:104.6637,61.13815,-15288.02;rot:0,302.4478,0;m:house5;scl:0.7,0.7,0.7;;
i:tower5_888;pos:82.06784,50.43451,-15262.17;rot:0,209.4443,0;m:tower5;scl:0.7,0.7,0.7;;
i:village1_889;pos:-121.8776,46.26731,-15242.42;rot:0,189.7599,0;m:village1;scl:0.7,0.7,0.7;;
i:house12_890;pos:21.5387,41.64744,-15220.95;rot:0,202.9356,0;m:house12;scl:0.7,0.7,0.7;;
i:house5_891;pos:73.01523,60.08595,-15199.87;rot:0,308.824,0;m:house5;scl:0.7,0.7,0.7;;
i:village1_897;pos:250.7529,48.88284,-16274.85;rot:0,324.0976,0;m:village1;scl:0.7,0.7,0.7;;
i:tower5_904;pos:-331.5155,55.84213,-15875;rot:0,94.289,0;m:tower5;scl:0.7,0.7,0.7;;
i:house4_907;pos:336.3002,49.59303,-15041.55;rot:0,273.2286,0;m:house4;scl:0.7,0.7,0.7;;
i:house7_918;pos:507.1856,74.12916,-15611.85;rot:1.707547E-06,91.73872,352;m:house7;scl:0.7,0.7,0.7;;
i:house7_932;pos:282.0968,60.42935,-16083.8;rot:0,0.3834377,0;m:house7;scl:0.7,0.7,0.7;;
i:house7_936;pos:120.7573,61.64227,-16308.71;rot:0,57.80341,0;m:house7;scl:0.7,0.7,0.7;;
i:house5_946;pos:-459.3945,83.77585,-15653.38;rot:6.153958,157.5659,359.1694;m:house5;scl:0.7,0.7,0.7;;
i:house5_949;pos:-507.938,67.16151,-15836.29;rot:0,335.3066,0;m:house5;scl:0.7,0.7,0.7;;
i:house7_952;pos:-443.6173,45.43593,-16168.06;rot:0,319.9534,0;m:house7;scl:0.7,0.7,0.7;;
i:house5_957;pos:-166.7956,86.34978,-15278.19;rot:0,270.5253,0;m:house5;scl:0.7,0.7,0.7;;
i:house5_959;pos:-412.7063,77.21688,-15406.88;rot:0,220.9561,0;m:house5;scl:0.7,0.7,0.7;;
i:house5_960;pos:-329.8497,104.1227,-15467.54;rot:0,213.4082,0;m:house5;scl:0.7,0.7,0.7;;
i:bridge1_962;pos:398.7118,58.53551,-15724.87;rot:0,1.053707,0;m:bridge1;scl:1,0.3,1.5;t:stone2;til:4,4;;
i:bridge1_963;pos:399.6308,57.33438,-15328.94;rot:0,179.7797,0;m:bridge1;scl:1,0.3,1.5;t:stone2;til:4,4;;
i:cylinder_964;pos:26.58574,40.48652,-16031.41;rot:0,178.5922,0;m:cylinder;scl:80,1,80;t:stone2;til:10,10;;
i:cylinder_965;pos:-166.8364,40.90782,-15855.22;rot:0,240.8057,0;m:cylinder;scl:90,1,90;t:stone2;til:10,10;;
i:cuboid_966;pos:-241.2871,35.37725,-15349.45;rot:0,1.587244,0;m:cuboid;scl:70,3,70;t:stone2;til:10,10;;
i:cuboid_967;pos:288.1662,35.38014,-15359.6;rot:0,90.42448,0;m:cuboid;scl:70,3,70;t:stone2;til:10,10;;
i:cuboid_968;pos:526.4647,53.08953,-15893.36;rot:0,183.3955,0;m:cuboid;scl:10,3,20;t:stone2;til:2,2;;
i:cuboid_969;pos:481.5828,52.10456,-15907.74;rot:0,180.401,0;m:cuboid;scl:10,3,20;t:stone2;til:2,2;;
i:cuboid_970;pos:485.059,51.91858,-16049.23;rot:0,182.8107,0;m:cuboid;scl:10,3,20;t:stone2;til:2,2;;
i:tower5_974;pos:297.434,37.40647,-15419.05;rot:0,1.554552,0;m:tower5;scl:2,2,2;;
i:tower2_975;pos:488.9066,79.93656,-15795.2;rot:34.67154,92.04379,31.43276;m:tower2;;
i:tower2_976;pos:-279.1364,37.42028,-16190.75;rot:1.438329,295.3,357.2391;m:tower2;;
i:tower2_977;pos:-438.6286,69.99037,-15544.49;rot:0,83.65694,0;m:tower2;;
i:tower2_978;pos:-122.907,71.84827,-15295.34;rot:32.52005,185.3133,5.189247E-06;m:tower2;;
i:tower2_979;pos:103.7097,21.18116,-15740.81;rot:0,301.874,0;m:tower2;;
i:tower2_980;pos:-414.4133,38.92811,-15956.97;rot:0,43.92179,0;m:tower2;;
i:house7_988;pos:-166.5738,66.64876,-16056.62;rot:0,7.322788,0;m:house7;scl:0.7,0.7,0.7;;
i:cuboid_989;pos:3.175477,46.19184,-16356.13;rot:0,359.8031,0;m:cuboid;scl:2,1,7;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_990;pos:2.530861,46.11238,-16287.07;rot:0,359.009,0;m:cuboid;scl:2,1,7;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_991;pos:-4.21968,46.13763,-16222.76;rot:0,348.9354,0;m:cuboid;scl:2,1,7;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_992;pos:-35.28566,46.00251,-16195.95;rot:0,306.4258,0;m:cuboid;scl:2,1,7;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_993;pos:-83.52724,46.16396,-16153.47;rot:0,315.1498,0;m:cuboid;scl:2,1,7;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_994;pos:-102.3788,47.06159,-16131.33;rot:352.6,331.9087,2.152361E-07;m:cuboid;scl:2,1,7;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_995;pos:-128.2189,52.06273,-16058.88;rot:0,346.8769,0;m:cuboid;scl:2,1,9;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_996;pos:-193.2724,52.10266,-16021.71;rot:0,264.8632,0;m:cuboid;scl:2,1,13;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_997;pos:-315.563,52.16629,-16013.67;rot:0,282.4096,0;m:cuboid;scl:2,1,13;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_998;pos:-84.98898,52.15899,-16061.17;rot:0,89.70992,0;m:cuboid;scl:2,1,7;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_999;pos:-18.14012,51.97055,-16056.8;rot:0,82.56969,0;m:cuboid;scl:2,1,7;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1000;pos:42.52142,51.83423,-16035.96;rot:0,58.56932,0;m:cuboid;scl:2,1,7;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1001;pos:244.927,62.47946,-15714.82;rot:0,0.2804214,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1002;pos:242.7067,62.5098,-15597.01;rot:0,358.0739,0;m:cuboid;scl:2,1,14;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1003;pos:-203.769,59.54259,-15958.98;rot:346.6,0.7176676,-2.742711E-08;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1004;pos:-203.3844,46.10569,-16031.62;rot:340.8,357.7169,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1005;pos:-34.91297,60.53597,-15880.27;rot:329.56,324.9309,9.902729E-06;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1006;pos:-59.49446,76.97034,-15843.04;rot:334.6,337.6708,4.253107E-06;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1007;pos:156.5922,48.48817,-15739.88;rot:333.4,291.4014,2.005163E-05;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1008;pos:122.8724,54.7533,-15724.22;rot:321,298.1501,8.788814E-06;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1009;pos:192.1213,52.44017,-15502.33;rot:338.2,257.1317,-3.678133E-06;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1010;pos:148.6028,49.67041,-15505.06;rot:311.6431,268.5369,0.6298578;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1011;pos:108.1124,65.69345,-15500.74;rot:318.2,256.6264,-3.664874E-05;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1012;pos:150.9901,38.95727,-15248.68;rot:330.52,178.9608,359.9535;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1013;pos:-303.6183,57.4849,-15265.04;rot:324.4,158.863,2.100044E-06;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1014;pos:-293.0137,68.37199,-15318.38;rot:323,152.1113,-2.138082E-06;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1015;pos:-282.6255,79.67088,-15374.96;rot:311.48,151.3601,1.41789E-05;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1016;pos:-435.9686,71.31918,-15482.3;rot:328,111.8525,1.610802E-05;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1017;pos:-477.7439,54.23539,-15442.51;rot:319.6,118.0992,-4.484469E-06;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1018;pos:-300.8861,53.44949,-15876.4;rot:318.2,28.34812,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1019;pos:-266.7884,66.85114,-15833.05;rot:318.5999,27.84812,-9.105575E-06;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1020;pos:-203.7724,62.77936,-15966.24;rot:0,1.522626,0;m:cuboid;scl:2,1,4;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1021;pos:-47.61242,71.07832,-15862.61;rot:0,322.465,0;m:cuboid;scl:2,1,4;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1022;pos:-66.51102,86.00676,-15828.86;rot:0,336.6182,0;m:cuboid;scl:2,1,4;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1023;pos:-82.16265,98.17285,-15785.66;rot:0,338.544,0;m:cuboid;scl:2,1,4;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1024;pos:102.0336,71.11063,-15713.08;rot:0,304.0191,0;m:cuboid;scl:2,1,4;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1025;pos:127.2908,71.44831,-15504.41;rot:0,289.8677,0;m:cuboid;scl:2,1,4;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1026;pos:98.86056,85.75165,-15505.44;rot:0,268.5444,0;m:cuboid;scl:2,1,4;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1027;pos:-301.6141,71.29391,-15269.04;rot:0,161.5898,0;m:cuboid;scl:2,1,6;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1028;pos:-283.5666,85.57208,-15329.65;rot:0,166.089,0;m:cuboid;scl:2,1,6;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1029;pos:-274.1342,98.06841,-15384.44;rot:0,178.7375,0;m:cuboid;scl:2,1,6;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1030;pos:-425.1402,85.54562,-15480.18;rot:0,133.0054,0;m:cuboid;scl:2,1,6;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1031;pos:-374.3827,98.072,-15510.88;rot:0,117.7745,0;m:cuboid;scl:2,1,6;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1032;pos:-265.5579,85.47557,-15823.7;rot:0,40.24369,0;m:cuboid;scl:2,1,6;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1033;pos:-119.0026,85.62882,-15839.9;rot:0,271.7087,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1034;pos:-217.2274,85.72823,-15834.64;rot:0,274.2231,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1035;pos:-318.8173,85.64685,-15795.57;rot:0,302.2548,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1036;pos:-389.7282,85.66924,-15733.35;rot:0,320.4558,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1037;pos:-428.3772,85.83912,-15649.97;rot:0,349.5367,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1038;pos:-438.3586,85.7749,-15555.24;rot:0,358.3521,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1039;pos:-417.0401,85.79025,-15465.21;rot:0,28.86942,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1040;pos:-363.568,86.00821,-15388.57;rot:0,40.68924,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1041;pos:-290.2946,85.48962,-15327.73;rot:0,60.37925,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1042;pos:-211.7077,85.5687,-15306.03;rot:0,83.93873,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1043;pos:-116.1839,85.57317,-15305.72;rot:0,94.41801,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1044;pos:-31.07211,85.35043,-15336.02;rot:0,124.9561,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1045;pos:39.50993,85.50665,-15399.28;rot:0,137.6848,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1046;pos:85.15961,85.83672,-15470.07;rot:0,158.3431,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1047;pos:100.0602,85.71003,-15561.92;rot:0,179.3914,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
i:cuboid_1048;pos:87.60172,85.36388,-15655.23;rot:0,195.5813,0;m:cuboid;scl:2,1,10;t:grass3;til:2,2;clr:255,75,0,255;;
