i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:-440,56,-440;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:2, t:1;;
i:spawnhuman_1;pos:-440,56,-440;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawntitan_3;pos:-99999,-99999,-99999;rot:0,180,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:cylinder_806;pos:85,90,290;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_807;pos:60,90,280;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_808;pos:55,90,270;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_809;pos:65,90,270;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_810;pos:50,90,260;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_811;pos:70,90,260;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_812;pos:55,90,250;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_813;pos:65,90,250;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_814;pos:60,90,240;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_815;pos:35,90,230;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_816;pos:30,90,220;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_817;pos:40,90,220;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_818;pos:25,90,210;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_819;pos:45,90,210;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_820;pos:30,90,200;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_821;pos:40,90,200;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_822;pos:35,90,190;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_823;pos:85,90,230;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_824;pos:80,90,220;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_825;pos:90,90,220;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_826;pos:75,90,210;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_827;pos:95,90,210;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_828;pos:80,90,200;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_829;pos:90,90,200;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_830;pos:85,90,190;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_831;pos:60,90,180;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_832;pos:55,90,170;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_833;pos:65,90,170;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_834;pos:50,90,160;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_835;pos:70,90,160;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_836;pos:55,90,150;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_837;pos:65,90,150;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_838;pos:60,90,140;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_839;pos:35,90,130;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_840;pos:30,90,120;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_841;pos:40,90,120;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_842;pos:25,90,110;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_843;pos:45,90,110;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_844;pos:30,90,100;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_845;pos:40,90,100;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_846;pos:35,90,90;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_847;pos:85,90,130;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_848;pos:80,90,120;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_849;pos:90,90,120;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_850;pos:75,90,110;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_851;pos:95,90,110;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_852;pos:80,90,100;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_853;pos:90,90,100;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_854;pos:85,90,90;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_855;pos:60,90,80;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_856;pos:55,90,70;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_857;pos:65,90,70;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_858;pos:50,90,60;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_859;pos:70,90,60;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_860;pos:55,90,50;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_861;pos:65,90,50;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_862;pos:60,90,40;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_863;pos:35,90,30;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_864;pos:30,90,20;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_865;pos:40,90,20;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_866;pos:25,90,10;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_867;pos:45,90,10;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_868;pos:30,90,0;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_869;pos:40,90,0;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_870;pos:35,90,-10;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_871;pos:85,90,30;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_872;pos:80,90,20;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_873;pos:90,90,20;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_874;pos:75,90,10;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_875;pos:95,90,10;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_876;pos:80,90,0;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_877;pos:90,90,0;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_878;pos:85,90,-10;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_879;pos:95,90,-31;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_880;pos:88,90,-39;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_881;pos:81,90,-47;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_882;pos:74,90,-55;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_883;pos:67,90,-63;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_884;pos:60,90,-71;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_885;pos:53,90,-79;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_886;pos:46,90,-87;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_887;pos:39,90,-95;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_888;pos:39,90,-111;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_889;pos:46,90,-119;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_890;pos:53,90,-127;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_891;pos:60,90,-135;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_892;pos:67,90,-143;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_893;pos:74,90,-151;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_894;pos:81,90,-159;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_895;pos:88,90,-167;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_896;pos:95,90,-175;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_897;pos:23,90,-127;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_898;pos:30,90,-135;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_899;pos:37,90,-143;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_900;pos:44,90,-151;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_901;pos:51,90,-159;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_902;pos:58,90,-167;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_903;pos:65,90,-175;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_904;pos:72,90,-183;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_905;pos:65,90,-31;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_906;pos:58,90,-39;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_907;pos:51,90,-47;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_908;pos:44,90,-55;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_909;pos:37,90,-63;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_910;pos:30,90,-71;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_911;pos:23,90,-79;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_912;pos:55,90,-31;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_913;pos:45,90,-31;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_914;pos:35,90,-31;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_915;pos:25,90,-31;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_916;pos:86.25,90,-220;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_917;pos:68.75,90,-220;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_918;pos:51.25,90,-220;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_919;pos:33.75,90,-220;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_920;pos:16.25,90,-220;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_921;pos:86.25,90,-260;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_922;pos:68.75,90,-260;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_923;pos:51.25,90,-260;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_924;pos:33.75,90,-260;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_925;pos:16.25,90,-260;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_926;pos:86.25,90,-300;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_927;pos:68.75,90,-300;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_928;pos:51.25,90,-300;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_929;pos:33.75,90,-300;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_930;pos:16.25,90,-300;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_931;pos:86.25,90,-340;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_932;pos:68.75,90,-340;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_933;pos:51.25,90,-340;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_934;pos:33.75,90,-340;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_935;pos:16.25,90,-340;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_936;pos:86.25,90,-380;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_937;pos:68.75,90,-380;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_938;pos:51.25,90,-380;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_939;pos:33.75,90,-380;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cylinder_940;pos:16.25,90,-380;rot:0,180,0;m:cylinder;scl:1.1,5.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_941;pos:160,50,-330;rot:0,180,0;m:cuboid;scl:8.1,1.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_942;pos:195,90,-330;rot:0,180,0;m:cuboid;scl:1.1,10.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_943;pos:125,90,-330;rot:0,180,0;m:cuboid;scl:1.1,10.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_944;pos:160,135,-330;rot:0,180,0;m:cuboid;scl:8.1,1.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_945;pos:160,60,-230;rot:0,180,0;m:cuboid;scl:8.1,1.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_946;pos:185,90,-230;rot:0,180,0;m:cuboid;scl:1.1,10.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_947;pos:135,90,-230;rot:0,180,0;m:cuboid;scl:1.1,10.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_948;pos:160,125,-230;rot:0,180,0;m:cuboid;scl:8.1,1.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_949;pos:160,70,-130;rot:0,180,0;m:cuboid;scl:8.1,1.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_950;pos:175,90,-130;rot:0,180,0;m:cuboid;scl:1.1,10.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_951;pos:145,90,-130;rot:0,180,0;m:cuboid;scl:1.1,10.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_952;pos:160,115,-130;rot:0,180,0;m:cuboid;scl:8.1,1.1,10.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_953;pos:160,80,0;rot:0,180,0;m:cuboid;scl:8.1,1.1,36.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_954;pos:170,90,0;rot:0,180,0;m:cuboid;scl:1.1,10.1,36.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_955;pos:150,90,0;rot:0,180,0;m:cuboid;scl:1.1,10.1,36.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_956;pos:160,105,0;rot:0,180,0;m:cuboid;scl:8.1,1.1,36.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_957;pos:160,80,255;rot:0,180,0;m:cuboid;scl:8.1,1.1,15.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_958;pos:160,105,255;rot:0,180,0;m:cuboid;scl:8.1,1.1,15.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_959;pos:135,90,175;rot:0,180,0;m:cuboid;scl:3.6,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_960;pos:185,90,175;rot:0,180,0;m:cuboid;scl:3.6,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_961;pos:135,90,325;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_962;pos:185,90,325;rot:0,180,0;m:cuboid;scl:4.1,10.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_963;pos:160,60,325;rot:0,180,0;m:cuboid;scl:1.1,4.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_964;pos:160,120,325;rot:0,180,0;m:cuboid;scl:1.1,4.1,1.1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_965;pos:280,90,350;rot:0,180,0;m:cuboid;scl:4,10,1;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
