i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:-7.494504,49.88862,4.807927;rot:0,180,0;m:cuboid;scl:135,10,135;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2;pos:-7.628267,139.7679,4.740594;rot:0,180,0;m:cuboid;scl:135,10,135;t:stone8;;
i:spawnhuman_3;pos:-10.00364,484.882,-9.938233;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawnhuman_4;pos:-10.00503,484.0516,-9.949316;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:house5_190;pos:632.4893,315.9739,449.1861;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_191;pos:632.5267,315.9739,486.7007;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_192;pos:632.528,315.9739,524.0554;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_193;pos:632.5691,315.9739,561.6039;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_194;pos:952.726,315.9739,39.28506;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_195;pos:952.8475,315.9739,76.38231;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_196;pos:952.9683,315.9739,113.5629;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_197;pos:953.0866,315.9739,150.7118;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_198;pos:953.0865,315.9739,188.5825;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_199;pos:953.1675,315.9739,226.0346;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_200;pos:953.2866,315.9739,263.539;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_201;pos:953.5239,315.9739,346.4469;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_202;pos:953.5276,315.9739,384.0658;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_203;pos:953.5668,315.9739,421.5247;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_204;pos:953.6059,315.9739,459.0331;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_205;pos:953.6074,315.9739,496.0569;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_206;pos:953.6854,315.9739,533.4273;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_207;pos:953.6461,315.9739,571.0303;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_208;pos:632.5193,315.9739,656.7996;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_209;pos:632.5643,315.9739,694.4255;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_210;pos:632.5655,315.9739,732.3371;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_211;pos:632.6061,315.9739,769.8866;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_212;pos:632.6841,315.9739,807.2881;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_213;pos:632.6872,315.9739,844.96;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_214;pos:632.8036,315.9739,882.4321;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_215;pos:632.8052,315.9739,979.0081;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_216;pos:632.8052,315.9739,1016.587;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_217;pos:632.8853,315.9739,1054.085;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_218;pos:632.9274,315.9739,1090.952;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_219;pos:632.7644,315.9739,1126.821;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_220;pos:632.8047,315.9739,1163.838;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_221;pos:632.524,315.9739,1204.3;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_222;pos:953.6361,315.9739,651.7234;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_223;pos:953.6774,315.9739,689.7531;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_224;pos:953.7173,315.9739,727.3951;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_225;pos:953.7178,315.9739,764.5217;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_226;pos:953.6368,315.9739,802.5053;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_227;pos:953.7167,315.9739,840.3116;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_228;pos:953.7549,315.9739,877.9512;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_229;pos:953.7644,315.9739,975.1608;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_230;pos:953.8064,315.9739,1012.453;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_231;pos:953.6462,315.9739,1050.434;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_232;pos:953.6462,315.9739,1087.784;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_233;pos:953.6856,315.9739,1125.19;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_234;pos:953.8054,315.9739,1162.646;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_235;pos:953.845,315.9739,1200.281;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_236;pos:635.5086,316.0082,-1214.477;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_237;pos:635.5098,316.0082,-1176.974;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_238;pos:635.6678,316.0082,-1139.775;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_239;pos:635.6731,316.0082,-1102.417;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_240;pos:635.712,316.0082,-1065.243;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_241;pos:635.592,316.0082,-1027.754;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_242;pos:635.671,316.0082,-989.8101;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_243;pos:635.792,316.0082,-888.2257;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_244;pos:635.7916,316.0082,-850.5651;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_245;pos:635.7103,316.0082,-812.9323;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_246;pos:635.7496,316.0082,-775.8589;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_247;pos:635.8273,316.0082,-738.2464;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_248;pos:635.9106,316.0082,-701.0316;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_249;pos:635.9096,316.0082,-663.6901;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_250;pos:953.3083,316.0082,-1214.694;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_251;pos:953.3141,316.0082,-1177.064;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_252;pos:953.3531,316.0082,-1140.06;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_253;pos:953.3543,316.0082,-1102.969;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_254;pos:953.3911,316.0082,-1065.373;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_255;pos:953.3915,316.0082,-1028.012;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_256;pos:953.3913,316.0082,-990.7482;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_257;pos:953.712,316.0082,-891.089;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_258;pos:953.7498,316.0082,-853.7852;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_259;pos:953.7893,316.0082,-816.2294;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_260;pos:953.8729,316.0082,-778.7454;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_261;pos:953.9108,316.0082,-741.3948;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_262;pos:953.9929,316.0082,-704.0367;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_263;pos:954.1115,316.0082,-666.5934;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_264;pos:326.7787,315.9863,654.4958;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_265;pos:326.7797,315.9863,692.2676;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_266;pos:326.8596,315.9863,729.4002;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_267;pos:326.9797,315.9863,766.7562;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_268;pos:326.9796,315.9863,803.9575;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_269;pos:326.9798,315.9863,841.4798;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_270;pos:326.9799,315.9863,879.0712;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_271;pos:326.9786,315.9863,978.7062;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_272;pos:326.8584,315.9863,1018.076;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_273;pos:326.86,315.9863,1056.395;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_274;pos:326.8997,315.9863,1094.316;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_275;pos:326.8996,315.9863,1132.607;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_276;pos:326.8995,315.9863,1170.486;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_277;pos:326.9402,315.9863,1209.113;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_278;pos:23.55519,315.9863,660.1999;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_279;pos:23.59512,315.9863,697.6465;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_280;pos:23.59516,315.9863,735.6046;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_281;pos:23.67519,315.9863,773.0776;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_282;pos:23.75523,315.9863,810.41;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_283;pos:23.83524,315.9863,847.6978;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_284;pos:23.884,315.9863,885.7331;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_285;pos:23.86174,315.9863,976.7775;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_286;pos:23.90173,315.9863,1013.802;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_287;pos:23.98182,315.9863,1051.591;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_288;pos:24.02177,315.9863,1089.271;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_289;pos:24.02178,315.9863,1126.753;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_290;pos:24.0218,315.9863,1164.184;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_291;pos:24.10185,315.9863,1201.477;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_292;pos:-280.7358,315.9863,659.2822;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_293;pos:-280.7003,315.9863,696.7982;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_294;pos:-280.7799,315.9863,734.5184;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_295;pos:-280.7786,315.9863,772.1079;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_296;pos:-280.781,315.9863,809.2063;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_297;pos:-280.7803,315.9863,846.4858;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_298;pos:-280.7802,315.9863,883.9851;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_299;pos:-280.7401,315.9863,981.5433;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_300;pos:-280.7009,315.9863,1018.758;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_301;pos:-280.6603,315.9863,1056.175;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_302;pos:-280.6202,315.9863,1093.165;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_303;pos:-280.619,315.9863,1130.488;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_304;pos:-280.6191,315.9863,1167.715;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_305;pos:-280.6193,315.9863,1205.242;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_306;pos:-582.3945,315.9863,655.1417;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_307;pos:-582.3923,315.9863,692.8135;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_308;pos:-582.3557,315.9863,730.4591;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_309;pos:-582.3969,315.9863,768.1437;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_310;pos:-582.275,315.9863,805.6105;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_311;pos:-582.1519,315.9863,842.8524;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_312;pos:-582.0724,315.9863,880.3527;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_313;pos:-582.0325,315.9863,986.7493;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_314;pos:-581.9947,315.9863,1023.904;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_315;pos:-581.994,315.9863,1061.691;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_316;pos:-582.114,315.9863,1099.411;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_317;pos:-582.0743,315.9863,1137.065;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_318;pos:-582.1541,315.9863,1174.717;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_319;pos:-582.2733,315.9863,1212.193;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_320;pos:325.7386,315.9863,-1215.04;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_321;pos:325.8175,315.9863,-1177.6;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_322;pos:325.8183,315.9863,-1140.036;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_323;pos:325.8185,315.9863,-1102.873;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_324;pos:325.8579,315.9863,-1065.566;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_325;pos:325.8581,315.9863,-1028.088;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_326;pos:325.8564,315.9863,-990.4178;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_327;pos:326.4097,315.9863,-871.239;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_328;pos:326.4108,315.9863,-834.3306;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_329;pos:326.529,315.9863,-796.7979;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_330;pos:326.6507,315.9863,-759.5405;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_331;pos:326.6503,315.9863,-721.9377;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_332;pos:326.6906,315.9863,-684.5678;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_333;pos:326.7706,315.9863,-647.1227;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_334;pos:24.27197,315.9863,-1205.395;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_335;pos:24.33925,315.9863,-1167.913;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_336;pos:24.33941,315.9863,-1130.201;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_337;pos:24.37945,315.9863,-1092.569;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_338;pos:24.45948,315.9863,-1055.138;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_339;pos:24.41942,315.9863,-1017.583;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_340;pos:24.41943,315.9863,-980.2778;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_341;pos:24.46953,315.9863,-886.8468;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_342;pos:24.50968,315.9863,-849.4313;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_343;pos:24.50962,315.9863,-812.4335;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_344;pos:24.50968,315.9863,-774.6163;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_345;pos:24.62958,315.9863,-737.0842;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_346;pos:24.62969,315.9863,-699.8603;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_347;pos:24.78973,315.9863,-662.5594;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_348;pos:-279.0733,315.9863,-1209.191;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_349;pos:-278.9554,315.9863,-1174.057;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_350;pos:-278.9485,315.9326,-1137.145;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_351;pos:-278.9485,315.9326,-1099.747;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_352;pos:-278.9094,315.9326,-1062.46;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_353;pos:-278.869,315.9326,-1025.103;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_354;pos:-278.8685,315.9326,-987.5479;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_355;pos:-278.8986,315.9326,-886.8191;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_356;pos:-278.8985,315.9326,-849.4377;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_357;pos:-278.8593,315.9326,-812.111;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_358;pos:-278.8182,315.9326,-774.6915;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_359;pos:-278.7784,315.9326,-737.2198;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_360;pos:-278.7386,315.9326,-699.5391;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_361;pos:-278.7384,315.9326,-661.9446;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_362;pos:-581.4819,315.9326,-1203.23;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_363;pos:-581.4426,315.9326,-1165.677;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_364;pos:-581.401,315.9326,-1128.196;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_365;pos:-581.3224,315.9326,-1090.64;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_366;pos:-581.3215,315.9326,-1053.565;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_367;pos:-581.2432,315.9326,-1016.266;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_368;pos:-581.2419,315.9326,-978.7458;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_369;pos:-581.2026,315.9326,-878.0515;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_370;pos:-581.1243,315.9326,-841.0695;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_371;pos:-581.2014,315.9326,-803.2799;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_372;pos:-581.1995,315.9326,-766.1475;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_373;pos:-581.1625,315.9326,-729.0389;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_374;pos:-581.1608,315.9326,-691.5177;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_375;pos:-581.1623,315.9326,-654.7442;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_376;pos:-906.9389,315.9326,-1203.153;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_377;pos:-906.8612,315.9326,-1165.994;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_378;pos:-906.7819,315.9326,-1128.214;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_379;pos:-906.6603,315.9326,-1091.121;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_380;pos:-906.5401,315.9326,-1053.792;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_381;pos:-906.499,315.9326,-1015.916;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_382;pos:-906.34,315.9326,-979.0548;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_383;pos:-905.9383,315.9326,-878.3716;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_384;pos:-905.9379,315.9326,-841.3643;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_385;pos:-905.8986,315.9326,-804.1728;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_386;pos:-905.8192,315.9326,-767.0092;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_387;pos:-905.739,315.9326,-729.3777;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_388;pos:-905.7376,315.9326,-692.1722;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_389;pos:-905.7012,315.9326,-654.7367;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_390;pos:-905.7386,315.9326,-563.0103;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
