i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cone_1;pos:-57.37149,-806.7556,-149.0134;rot:1.239974,206.4332,180;m:cone;scl:1,0.4,1;t:metal1;til:5,5;;
i:cuboid_2;pos:-2000,800,-6000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_3;pos:-6000,1400,-8000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_4;pos:-8000,3000,400;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_5;pos:6000,2000,6000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_6;pos:8000,-800,0;rot:0,180,337.3801;m:cuboid;scl:160,0,160;mat:transparent;clr:255,255,255,200;;
i:cuboid_7;pos:-1530.734,-800,-3695.518;rot:0,22.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_8;pos:-1530.734,-800,3695.518;rot:0,157.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_9;pos:-2828.427,-800,-2828.427;rot:0,45,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_10;pos:-2828.427,-800,2828.427;rot:0,135,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_11;pos:-3695.518,-800,-1530.734;rot:0,67.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_12;pos:-3695.518,-800,1530.734;rot:0,112.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_13;pos:-4000,-800,0;rot:0,90,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_14;pos:0,-800,-4000;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_15;pos:0,-800,4000;rot:0,180,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_16;pos:1530.734,-800,-3695.518;rot:0,337.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_17;pos:1530.734,-800,3695.518;rot:0,202.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_18;pos:2828.427,-800,-2828.427;rot:0,315,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_19;pos:2828.427,-800,2828.427;rot:0,225,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_20;pos:3695.518,-800,-1530.734;rot:0,292.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_21;pos:3695.518,-800,1530.734;rot:0,247.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_22;pos:4000,-800,0;rot:0,270,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_132;pos:122.324,-824.3317,-83.33553;rot:350.6647,304.2654,83.69389;m:cuboid;scl:6.479455,1,10.5;t:brick4;til:1,0.6479455;clr:255,102,102,255;;
i:cuboid_133;pos:24.33175,-677.676,-83.33553;rot:54.63617,343.7236,340.3011;m:cuboid;scl:6.479455,1,10.5;t:brick4;til:1,0.6479455;clr:255,102,102,255;;
i:cuboid_134;pos:24.33175,-922.324,83.33553;rot:305.3638,196.2764,160.301;m:cuboid;scl:6.479455,1,10.5;t:brick4;til:1,0.6479455;clr:255,102,102,255;;
i:cuboid_135;pos:69.29096,-903.7012,-83.33553;rot:316.2635,320.2575,50.25751;m:cuboid;scl:6.479455,1,10.5;t:brick4;til:1,0.6479455;clr:255,102,102,255;;
i:cuboid_136;pos:69.29096,-903.7012,83.33553;rot:316.2635,219.7425,129.7425;m:cuboid;scl:6.479455,1,10.5;t:brick4;til:1,0.6479455;clr:255,102,102,255;;
i:cuboid_137;pos:-115.4849,-877.1646,207.8674;rot:342.0216,150.9448,240.9448;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_138;pos:-136.2238,-772.9034,-207.8674;rot:6.222262,33.23843,80.60891;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_139;pos:-136.2238,-827.0966,-207.8674;rot:353.7777,33.23843,279.3911;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_140;pos:-27.09659,-936.2238,-207.8674;rot:326.9825,7.426963,346.5459;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_141;pos:-77.16457,-915.4849,-207.8674;rot:332.4877,20.36591,321.2143;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_142;pos:-77.16457,-915.4849,207.8674;rot:332.4877,159.6341,218.7857;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_143;pos:115.4849,-722.8354,-207.8674;rot:17.97837,330.9448,299.0552;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_144;pos:136.2238,-772.9034,-207.8674;rot:6.222262,326.7616,279.3911;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_145;pos:136.2238,-827.0966,-207.8674;rot:353.7777,326.7616,80.60891;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_146;pos:27.09659,-663.7762,-207.8674;rot:33.01752,352.573,346.5459;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_147;pos:27.09659,-663.7762,207.8674;rot:33.01752,187.427,193.4541;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_148;pos:27.09659,-936.2238,-207.8674;rot:326.9825,352.573,13.45407;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_149;pos:77.16457,-684.5151,-207.8674;rot:27.51234,339.6341,321.2143;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_150;pos:77.16457,-915.4849,-207.8674;rot:332.4877,339.6341,38.78574;m:cuboid;scl:7.212307,1,10.5;t:brick4;til:1,0.7212307;clr:255,178,178,255;;
i:cuboid_151;pos:-122.324,-881.7343,29.26355;rot:326.9825,103.454,262.5731;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_152;pos:-144.291,-771.2988,-29.26355;rot:11.03108,78.53541,87.77776;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_153;pos:-28.70126,-655.709,-29.26355;rot:74.14164,44.44422,45.5558;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_154;pos:-28.70126,-944.291,29.26355;rot:285.8584,135.5558,225.5558;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_155;pos:-81.73427,-677.676,-29.26355;rot:54.63617,70.30104,73.72364;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_156;pos:122.324,-718.2657,29.26355;rot:33.01746,256.546,262.5731;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_157;pos:144.291,-771.2988,-29.26355;rot:11.03108,281.4646,272.2222;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_158;pos:144.291,-828.7012,-29.26355;rot:348.9689,281.4646,87.77776;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_159;pos:28.70126,-655.709,29.26355;rot:74.14164,224.4442,225.5558;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_160;pos:28.70126,-944.291,-29.26355;rot:285.8584,315.5558,45.5558;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_161;pos:28.70126,-944.291,29.26355;rot:285.8584,224.4442,134.4442;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_162;pos:81.73427,-677.676,-29.26355;rot:54.63617,289.699,286.2764;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_163;pos:81.73427,-677.676,29.26355;rot:54.63617,250.301,253.7236;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_164;pos:81.73427,-922.324,-29.26355;rot:305.3638,289.699,73.72364;m:cuboid;scl:7.449969,1,10.5;t:brick4;til:1,0.7449968;clr:255,102,102,255;;
i:cuboid_165;pos:-108.0304,-961.6789,291.0144;rot:332.4877,159.6341,218.7857;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_166;pos:-161.6789,-691.9696,-291.0144;rot:17.97837,29.05521,60.94479;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_167;pos:-161.6789,-908.0304,291.0144;rot:342.0216,150.9448,240.9448;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_168;pos:-190.7133,-762.0648,-291.0144;rot:6.222262,33.23843,80.60891;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_169;pos:-190.7133,-837.9352,291.0144;rot:353.7777,146.7616,260.6089;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_170;pos:-37.93523,-609.2867,-291.0144;rot:33.01752,7.426963,13.45407;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_171;pos:-37.93523,-990.7133,291.0144;rot:326.9825,172.573,193.4541;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_172;pos:108.0304,-638.3211,291.0144;rot:27.51234,200.3659,218.7857;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_173;pos:108.0304,-961.6789,-291.0144;rot:332.4877,339.6341,38.78574;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_174;pos:161.6789,-691.9696,-291.0144;rot:17.97837,330.9448,299.0552;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_175;pos:161.6789,-691.9696,291.0144;rot:17.97837,209.0552,240.9448;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_176;pos:161.6789,-908.0304,-291.0144;rot:342.0216,330.9448,60.94479;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_177;pos:190.7133,-762.0648,-291.0144;rot:6.222262,326.7616,279.3911;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_178;pos:190.7133,-837.9352,-291.0144;rot:353.7777,326.7616,80.60891;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_179;pos:37.93523,-609.2867,-291.0144;rot:33.01752,352.573,346.5459;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_180;pos:37.93523,-609.2867,291.0144;rot:33.01752,187.427,193.4541;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_181;pos:37.93523,-990.7133,-291.0144;rot:326.9825,352.573,13.45407;m:cuboid;scl:9.83037,1,10.5;t:brick4;til:1,0.983037;clr:255,255,255,255;;
i:cuboid_182;pos:0,-800,-100;rot:0,0,11.24998;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_183;pos:0,-800,-100;rot:0,0,33.75005;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_184;pos:0,-800,-100;rot:0,0,56.25005;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_185;pos:0,-800,-100;rot:0,0,78.75001;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_186;pos:0,-800,-100;rot:0,0,348.75;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_187;pos:0,-800,-100;rot:0,0,326.2499;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_188;pos:0,-800,-100;rot:0,0,303.7499;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_189;pos:0,-800,-100;rot:0,0,281.25;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_190;pos:0,-800,100;rot:0,180,101.25;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_191;pos:0,-800,100;rot:0,180,258.75;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_192;pos:0,-800,100;rot:0,180,123.75;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_193;pos:0,-800,100;rot:0,180,236.25;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_194;pos:0,-800,100;rot:0,180,146.25;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_195;pos:0,-800,100;rot:0,180,213.75;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_196;pos:0,-800,100;rot:0,180,168.75;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_197;pos:0,-800,100;rot:0,180,191.25;m:cuboid;scl:1.240868,4.31969,1;t:metal4;til:0.1240868,0.431969;clr:255,25,25,255;;
i:cuboid_198;pos:-117.8542,-623.6187,-212.132;rot:36.01079,29.0552,43.3786;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_199;pos:-117.8542,-976.3813,212.132;rot:323.9892,150.9448,223.3786;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_200;pos:-176.3813,-682.1458,-212.132;rot:23.1318,39.74254,64.71054;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_201;pos:-176.3813,-917.8542,-212.132;rot:336.8682,39.74254,295.2895;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_202;pos:-208.056,-841.3849,-212.132;rot:352.0708,44.44419,278.0063;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_203;pos:-41.38491,-1008.056,212.132;rot:316.0906,168.9607,195.7116;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_204;pos:-41.38491,-591.944,-212.132;rot:43.90941,11.03926,15.71156;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_205;pos:117.8542,-623.6187,-212.132;rot:36.01079,330.9448,316.6214;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_206;pos:117.8542,-623.6187,212.132;rot:36.01079,209.0552,223.3786;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_207;pos:176.3813,-682.1458,212.132;rot:23.1318,219.7425,244.7105;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_208;pos:176.3813,-917.8542,-212.132;rot:336.8682,320.2574,64.71054;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_209;pos:208.056,-841.3849,-212.132;rot:352.0708,315.5558,81.99368;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_210;pos:41.38491,-591.944,-212.132;rot:43.90941,348.9607,344.2885;m:cuboid;scl:10.4133,12.17367,1;t:metal4;til:1.04133,1.217367;clr:255,178,178,255;;
i:cuboid_211;pos:-58.5271,-1094.236,0;rot:281.25,90,270;m:cuboid;scl:12.17367,12.17367,1;t:metal4;til:1.217367,1.217367;clr:255,178,178,255;;
i:cuboid_212;pos:166.6711,-550.5591,0;rot:56.25004,270,270;m:cuboid;scl:12.17367,12.17367,1;t:metal4;til:1.217367,1.217367;clr:255,178,178,255;;
i:cuboid_213;pos:249.4409,-633.3289,0;rot:33.75002,270,270;m:cuboid;scl:12.17367,12.17367,1;t:metal4;til:1.217367,1.217367;clr:255,178,178,255;;
i:cuboid_214;pos:294.2356,-741.4729,0;rot:11.24998,270,270;m:cuboid;scl:12.17367,12.17367,1;t:metal4;til:1.217367,1.217367;clr:255,178,178,255;;
i:cuboid_215;pos:294.2356,-858.5271,0;rot:348.75,270,90;m:cuboid;scl:12.17367,12.17367,1;t:metal4;til:1.217367,1.217367;clr:255,178,178,255;;
i:cuboid_216;pos:58.5271,-505.7644,0;rot:78.74999,270,270;m:cuboid;scl:12.17367,12.17367,1;t:metal4;til:1.217367,1.217367;clr:255,178,178,255;;
i:cuboid_217;pos:-230.4533,-953.984,-114.805;rot:329.1175,63.51883,284.3433;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_218;pos:-230.4533,-953.984,114.805;rot:329.1175,116.4812,255.6567;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_219;pos:-271.8382,-745.928,-114.805;rot:10.38376,67.10428,85.64703;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_220;pos:-271.8382,-854.072,-114.805;rot:349.6162,67.10428,274.353;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_221;pos:-54.07199,-1071.838,-114.805;rot:295.0244,25.21983,332.5355;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_222;pos:-54.07199,-1071.838,114.805;rot:295.0244,154.7802,207.4645;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_223;pos:153.984,-1030.453,-114.805;rot:309.8095,306.7068,60.19914;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_224;pos:153.984,-569.5467,-114.805;rot:50.19053,306.7068,299.8008;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_225;pos:153.984,-569.5467,114.805;rot:50.19053,233.2932,240.1992;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_226;pos:230.4533,-646.016,-114.805;rot:30.88255,296.4812,284.3433;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_227;pos:230.4533,-646.016,114.805;rot:30.88255,243.5188,255.6567;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_228;pos:230.4533,-953.984,-114.805;rot:329.1175,296.4812,75.65671;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_229;pos:271.8382,-745.928,-114.805;rot:10.38376,292.8957,274.353;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_230;pos:271.8382,-854.072,114.805;rot:349.6162,247.1043,94.35297;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_231;pos:54.07199,-1071.838,-114.805;rot:295.0244,334.7802,27.46453;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_232;pos:54.07199,-528.1617,114.805;rot:64.97559,205.2198,207.4645;m:cuboid;scl:12.19162,12.17367,1;t:metal4;til:1.219162,1.217367;clr:255,178,178,255;;
i:cuboid_233;pos:-157.139,-1035.175,-282.8427;rot:323.9892,29.0552,316.6214;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_234;pos:-157.139,-1035.175,282.8427;rot:323.9892,150.9448,223.3786;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_235;pos:-157.139,-564.8249,-282.8427;rot:36.01079,29.0552,43.3786;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_236;pos:-157.139,-564.8249,282.8427;rot:36.01079,150.9448,136.6214;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_237;pos:-235.1751,-642.861,-282.8427;rot:23.1318,39.74254,64.71054;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_238;pos:-235.1751,-642.861,282.8427;rot:23.1318,140.2575,115.2895;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_239;pos:-235.1751,-957.139,-282.8427;rot:336.8682,39.74254,295.2895;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_240;pos:-235.1751,-957.139,282.8427;rot:336.8682,140.2575,244.7105;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_241;pos:-277.408,-744.8201,-282.8427;rot:7.929193,44.44419,81.99368;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_242;pos:-277.408,-744.8201,282.8427;rot:7.929193,135.5558,98.00632;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_243;pos:-277.408,-855.1799,-282.8427;rot:352.0708,44.44419,278.0063;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_244;pos:-277.408,-855.1799,282.8427;rot:352.0708,135.5558,261.9937;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_245;pos:-55.17987,-1077.408,-282.8427;rot:316.0906,11.03926,344.2885;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_246;pos:-55.17987,-1077.408,282.8427;rot:316.0906,168.9607,195.7116;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_247;pos:-55.17987,-522.592,-282.8427;rot:43.90941,11.03926,15.71156;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_248;pos:-55.17987,-522.592,282.8427;rot:43.90941,168.9607,164.2884;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_249;pos:157.139,-1035.175,-282.8427;rot:323.9892,330.9448,43.3786;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_250;pos:157.139,-1035.175,282.8427;rot:323.9892,209.0552,136.6214;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_251;pos:157.139,-564.8249,-282.8427;rot:36.01079,330.9448,316.6214;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_252;pos:157.139,-564.8249,282.8427;rot:36.01079,209.0552,223.3786;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_253;pos:235.1751,-642.861,-282.8427;rot:23.1318,320.2574,295.2895;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_254;pos:235.1751,-642.861,282.8427;rot:23.1318,219.7425,244.7105;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_255;pos:235.1751,-957.139,-282.8427;rot:336.8682,320.2574,64.71054;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_256;pos:235.1751,-957.139,282.8427;rot:336.8682,219.7425,115.2895;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_257;pos:277.408,-744.8201,-282.8427;rot:7.929193,315.5558,278.0063;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_258;pos:277.408,-744.8201,282.8427;rot:7.929193,224.4442,261.9937;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
i:cuboid_259;pos:277.408,-855.1799,-282.8427;rot:352.0708,315.5558,81.99368;m:cuboid;scl:13.73532,16.10066,1;t:metal4;til:1.373532,1.610066;clr:255,255,255,255;;
