i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:tower2_1;pos:486.0919,-12.29923,245.3208;m:tower2;;
i:cuboid_3;pos:486.0919,44.70077,268.0708;m:cuboid;scl:1.53,9.4,1.53;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_4;pos:486.0919,92.80077,268.0708;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_5;pos:486.0919,106.5658,268.0708;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_6;pos:486.0919,119.9908,268.0708;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_7;pos:480.4219,106.4008,262.3958;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_8;pos:491.7619,106.4008,262.3958;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_9;pos:480.4219,106.4008,273.7498;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_10;pos:491.7619,106.4008,273.7498;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_11;pos:486.0919,93.76077,268.0708;m:cuboid;scl:1.511,0.1,1.511;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_12;pos:486.0919,106.5208,268.0708;m:cuboid;scl:1.516,0.303,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_13;pos:486.0919,119.0408,268.0708;m:cuboid;scl:1.516,0.1,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:pyramid_14;pos:486.0919,133.2708,268.0708;m:pyramid;scl:0.37,0.272,0.37;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_15;pos:486.0919,141.2008,268.0708;m:cuboid;scl:0.0715,1.222,0.0715;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_125;pos:478.1537,93.55927,268.3531;rot:358.2702,0.9846943,240.3443;m:prism;scl:0.1098577,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_126;pos:478.4002,93.99243,267.5735;rot:1.729833,180.9847,119.6559;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_127;pos:478.1645,93.57817,260.4542;rot:331.0588,18.33992,235.5879;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_128;pos:493.7025,92.00775,260.1334;rot:31.42691,287.1222,300.5757;m:prism;scl:0.1306434,0.003,0.1237274;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_129;pos:486.5978,91.52067,260.3681;rot:358.1117,90.91017,64.25969;m:prism;scl:0.1119991,0.003,1.750971;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_130;pos:485.7931,92.03051,260.1224;rot:1.888104,270.9101,295.7403;m:prism;scl:0.1159537,0.003,1.813361;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_131;pos:478.4656,92.012,260.1313;rot:29.61634,74.10421,60.04715;m:prism;scl:0.138394,0.003,0.1209072;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_132;pos:478.4786,93.54234,260.1326;rot:332.7065,72.92569,123.8154;m:prism;scl:0.1290664,0.003,0.119055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_133;pos:485.816,93.55927,260.1422;rot:358.2701,270.9847,240.3443;m:prism;scl:0.1098582,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_134;pos:486.5955,93.99244,260.3887;rot:1.729853,90.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_135;pos:493.7149,93.57818,260.153;rot:331.0587,288.3398,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_136;pos:478.4782,92.00774,276.0241;rot:31.4267,107.1223,300.576;m:prism;scl:0.130642,0.003,0.1237265;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_137;pos:485.5829,91.52067,275.7894;rot:358.1118,270.9102,64.25943;m:prism;scl:0.111998,0.003,1.750972;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_138;pos:486.3876,92.03049,276.0351;rot:1.887938,90.91005,295.7406;m:prism;scl:0.1159527,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_139;pos:493.715,92.01201,276.0262;rot:29.61633,254.104,60.04681;m:prism;scl:0.1383926,0.003,0.1209064;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_140;pos:485.8153,93.54234,276.0249;rot:358.2703,269.0155,119.6553;m:prism;scl:0.1098577,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_141;pos:478.4665,93.55924,276.0153;rot:332.7065,107.0742,236.185;m:prism;scl:0.1290654,0.003,0.1190553;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_142;pos:493.7029,93.56254,276.0134;rot:331.0585,251.6602,124.4117;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_143;pos:486.5962,94.00874,275.7596;rot:1.73001,89.01531,240.3445;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_144;pos:494.0357,92.00774,275.6909;rot:31.42677,197.1221,300.5757;m:prism;scl:0.130642,0.003,0.1237265;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_145;pos:493.801,91.52067,268.5862;rot:358.1118,0.9101807,64.25964;m:prism;scl:0.111998,0.003,1.750971;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_146;pos:494.0467,92.0305,267.7815;rot:1.888127,180.9101,295.7401;m:prism;scl:0.1159537,0.003,1.813361;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_147;pos:494.0377,92.012,260.454;rot:29.61638,344.1043,60.04735;m:prism;scl:0.138394,0.003,0.1209072;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_148;pos:494.0365,93.54234,268.3538;rot:358.2703,359.0154,119.6556;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_149;pos:494.0269,93.55925,275.7025;rot:332.7065,197.0743,236.1847;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_150;pos:494.025,93.56256,260.4662;rot:331.0588,341.6602,124.412;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_151;pos:493.7711,94.00874,267.5729;rot:1.729809,179.0154,240.3442;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_152;pos:493.7133,105.7211,260.1612;rot:36.02834,290.5129,302.4601;m:prism;scl:0.1099169,0.003,0.1302178;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_153;pos:491.8767,105.2619,260.3824;rot:353.2543,93.26708,64.08238;m:prism;scl:0.0999239,0.003,0.4342967;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_154;pos:494.0079,105.7211,275.7017;rot:36.0281,200.5127,302.46;m:prism;scl:0.1099159,0.003,0.130218;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_155;pos:493.7866,105.2619,273.8652;rot:353.2543,3.267071,64.08232;m:prism;scl:0.0999232,0.003,0.4342968;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tower2_157;pos:46.66347,-11.33062,370.3824;m:tower2;;
i:cuboid_159;pos:46.66347,45.66938,393.1324;m:cuboid;scl:1.53,9.4,1.53;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_160;pos:46.66347,93.76938,393.1324;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_161;pos:46.66347,107.5344,393.1324;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_162;pos:46.66347,120.9594,393.1324;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_163;pos:40.99347,107.3694,387.4574;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_164;pos:52.33347,107.3694,387.4574;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_165;pos:40.99347,107.3694,398.8114;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_166;pos:52.33347,107.3694,398.8114;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_167;pos:46.66347,94.72938,393.1324;m:cuboid;scl:1.511,0.1,1.511;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_168;pos:46.66347,107.4894,393.1324;m:cuboid;scl:1.516,0.303,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_169;pos:46.66347,120.0094,393.1324;m:cuboid;scl:1.516,0.1,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:pyramid_170;pos:46.66347,134.2394,393.1324;m:pyramid;scl:0.37,0.272,0.37;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_171;pos:46.66347,142.1694,393.1324;m:cuboid;scl:0.0715,1.222,0.0715;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_173;pos:40.07379,124.5305,387.7289;rot:65.77731,269.9999,179.9999;m:prism;scl:0.4274937,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_174;pos:41.25098,127.1471,388.8298;rot:4.471269E-05,1.526709E-05,245.7773;m:prism;scl:1.040509,0.003,0.2462379;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_175;pos:41.17464,126.9774,392.362;rot:-4.471269E-05,180,114.2227;m:prism;scl:1.040509,0.003,0.6292721;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_176;pos:40.07379,124.5305,395.3704;rot:65.77731,269.9999,179.9999;m:prism;scl:1.090924,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_177;pos:42.97005,130.9682,392.3275;rot:41.29479,203.2765,123.0986;m:prism;scl:0.4810883,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_178;pos:42.99439,131.0223,394.0965;rot:39.00649,338.6293,238.1306;m:prism;scl:0.458882,0.003,0.2771809;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_179;pos:41.97661,128.76,396.5787;rot:320.9935,158.6293,121.8694;m:prism;scl:0.458882,0.003,0.592406;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_180;pos:40.82375,126.1975,397.8125;rot:41.29479,203.2765,123.0986;m:prism;scl:1.027071,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_181;pos:52.07334,124.5305,386.5523;rot:65.77729,180.0001,180;m:prism;scl:0.4274945,0.003,0.6001648;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_182;pos:50.97249,127.1471,387.7295;rot:-8.537737E-06,270,245.7773;m:prism;scl:1.040509,0.003,0.2462383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_183;pos:47.44024,126.9774,387.6531;rot:8.537737E-06,90.00003,114.2227;m:prism;scl:1.040509,0.003,0.6292723;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_184;pos:44.43187,124.5305,386.5523;rot:65.77729,180.0001,180;m:prism;scl:1.090925,0.003,0.6001648;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_185;pos:47.47477,130.9682,389.4485;rot:41.29483,113.2765,123.0986;m:prism;scl:0.4810879,0.003,0.2643594;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_186;pos:45.70578,131.0223,389.4729;rot:39.00645,248.6293,238.1306;m:prism;scl:0.458881,0.003,0.2771807;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_187;pos:43.22355,128.76,388.4551;rot:320.9936,68.6293,121.8694;m:prism;scl:0.458881,0.003,0.5924063;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_188;pos:41.98978,126.1975,387.3022;rot:41.29483,113.2765,123.0986;m:prism;scl:1.027071,0.003,0.2643594;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_189;pos:41.25043,124.5305,399.7285;rot:65.77739,-6.207314E-05,180;m:prism;scl:0.4274942,0.003,0.6001649;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_190;pos:42.35129,127.1471,398.5513;rot:2.732076E-05,89.99999,245.7774;m:prism;scl:1.040509,0.003,0.2462381;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_191;pos:45.88354,126.9774,398.6276;rot:-2.732076E-05,270,114.2226;m:prism;scl:1.040509,0.003,0.629273;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_192;pos:48.89191,124.5305,399.7285;rot:65.77739,-6.207314E-05,180;m:prism;scl:1.090926,0.003,0.6001649;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_193;pos:45.84901,130.9682,396.8322;rot:41.29486,293.2765,123.0985;m:prism;scl:0.481089,0.003,0.2643596;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_194;pos:47.618,131.0223,396.8079;rot:39.00648,68.62935,238.1307;m:prism;scl:0.4588813,0.003,0.2771813;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_195;pos:50.10024,128.76,397.8257;rot:320.9935,248.6293,121.8693;m:prism;scl:0.4588813,0.003,0.5924062;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_196;pos:51.334,126.1975,398.9785;rot:41.29486,293.2765,123.0985;m:prism;scl:1.027071,0.003,0.2643596;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_197;pos:53.24999,124.5305,398.5518;rot:65.77733,90.00012,180.0001;m:prism;scl:0.4274937,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_198;pos:52.0728,127.1471,397.451;rot:-4.413481E-05,180,245.7773;m:prism;scl:1.040509,0.003,0.2462379;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_199;pos:52.14914,126.9774,393.9187;rot:4.413481E-05,2.604543E-05,114.2227;m:prism;scl:1.040509,0.003,0.6292721;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_200;pos:53.24999,124.5305,390.9103;rot:65.77733,90.00012,180.0001;m:prism;scl:1.090924,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_201;pos:50.35373,130.9682,393.9532;rot:41.29487,23.27661,123.0986;m:prism;scl:0.4810883,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_202;pos:50.32939,131.0223,392.1843;rot:39.00641,158.6293,238.1306;m:prism;scl:0.458882,0.003,0.2771809;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_203;pos:51.34717,128.76,389.702;rot:320.9936,338.6294,121.8694;m:prism;scl:0.458882,0.003,0.592406;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_204;pos:52.50003,126.1975,388.4683;rot:41.29487,23.27661,123.0986;m:prism;scl:1.027071,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_206;pos:38.74446,106.6895,387.3857;rot:8.630058,4.193569,296.042;m:prism;scl:0.0845643,0.003,0.5107852;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_207;pos:38.98227,106.1959,394.6565;rot:358.1118,180.9102,64.25954;m:prism;scl:0.0842497,0.003,1.313228;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_208;pos:38.70554,106.7703,393.4376;rot:1.888596,0.9103411,295.7401;m:prism;scl:0.1159542,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_209;pos:38.71449,106.7517,400.7651;rot:29.61617,164.1045,60.04755;m:prism;scl:0.1383948,0.003,0.1209069;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_210;pos:38.71569,108.2821,400.7521;rot:332.7065,162.9258,123.8153;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_211;pos:38.72533,108.299,393.4147;rot:358.2702,0.9846441,240.3444;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_212;pos:38.74434,106.6897,385.5174;rot:36.02826,20.513,302.4604;m:prism;scl:0.1099169,0.003,0.1302178;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_213;pos:38.96559,106.2305,387.3539;rot:353.2543,183.267,64.08209;m:prism;scl:0.0999239,0.003,0.4342967;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_214;pos:38.97181,108.7322,392.6352;rot:1.729882,180.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_215;pos:38.73608,108.3179,385.5158;rot:331.0587,18.33985,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_216;pos:54.61824,106.7703,398.8917;rot:6.745991,183.2672,295.9178;m:prism;scl:0.1168688,0.003,0.5086787;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_217;pos:54.6093,106.7517,391.4141;rot:2.487847,358.8005,64.24882;m:prism;scl:0.1160133,0.003,1.376483;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_218;pos:54.60808,108.2821,393.4154;rot:358.2701,359.0154,119.6556;m:prism;scl:0.1098573,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_219;pos:54.59845,108.299,400.7642;rot:332.7069,197.074,236.1849;m:prism;scl:0.1290645,0.003,0.1190556;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_220;pos:54.37954,106.2749,390.8698;rot:357.5118,178.8004,295.7512;m:prism;scl:0.1106712,0.003,1.312581;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_221;pos:54.5958,106.7237,385.5141;rot:31.99957,342.4786,59.2145;m:prism;scl:0.128144,0.003,0.124589;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_222;pos:54.59656,108.3023,385.5278;rot:331.0587,341.6603,124.4117;m:prism;scl:0.1218263,0.003,0.1215501;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_223;pos:54.34269,108.7485,392.6345;rot:1.72964,179.0155,240.3445;m:prism;scl:0.1058574,0.003,1.741992;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_224;pos:52.41322,106.7702,385.184;rot:6.745773,273.2669,295.9192;m:prism;scl:0.1168659,0.003,0.5086777;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_225;pos:44.9356,106.7517,385.1929;rot:2.487729,88.8001,64.24738;m:prism;scl:0.1160104,0.003,1.376483;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_226;pos:44.39165,106.2744,385.4227;rot:357.5165,268.8007,295.7269;m:prism;scl:0.110823,0.003,1.312497;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_227;pos:39.03631,106.7232,385.2065;rot:32.00536,72.49097,59.24232;m:prism;scl:0.1283195,0.003,0.1247611;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_228;pos:39.05017,108.2821,385.1942;rot:332.7065,72.92591,123.8151;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_229;pos:46.38754,108.299,385.2038;rot:358.2701,270.9847,240.3445;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_230;pos:47.16707,108.7322,385.4503;rot:1.72986,90.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_231;pos:54.28645,108.3179,385.2145;rot:331.0587,288.3398,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_232;pos:39.05067,106.7703,401.0967;rot:29.6164,105.8959,299.9529;m:prism;scl:0.1383948,0.003,0.1209069;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_233;pos:46.3654,106.7517,401.0878;rot:1.888264,269.0898,64.25969;m:prism;scl:0.1159542,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_234;pos:47.16862,106.2783,400.8597;rot:358.1118,89.08987,295.7403;m:prism;scl:0.1119991,0.003,1.750972;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_235;pos:54.28747,106.7304,401.0775;rot:31.42684,252.8779,59.42428;m:prism;scl:0.1306434,0.003,0.1237274;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_236;pos:54.27441,108.3023,401.075;rot:331.0585,251.6603,124.4115;m:prism;scl:0.1218268,0.003,0.1215513;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_237;pos:47.16773,108.7485,400.8212;rot:1.729867,89.01533,240.3447;m:prism;scl:0.105858,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_238;pos:46.38687,108.2821,401.0865;rot:358.2704,269.0155,119.6555;m:prism;scl:0.1098567,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_239;pos:39.03808,108.299,401.0769;rot:332.7065,107.0742,236.1849;m:prism;scl:0.129064,0.003,0.1190545;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_240;pos:39.02602,120.2241,401.0916;rot:28.01432,106.7276,302.6136;m:prism;scl:0.1232368,0.003,0.1117346;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_241;pos:46.36425,120.2078,401.0828;rot:1.659802,269.1018,61.57425;m:prism;scl:0.104404,0.003,1.811875;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_242;pos:47.17073,119.7922,400.858;rot:358.3402,89.1018,298.4252;m:prism;scl:0.1009402,0.003,1.751193;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_243;pos:54.31009,120.1907,401.0735;rot:29.59882,252.1034,56.8235;m:prism;scl:0.1167959,0.003,0.1139986;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_244;pos:46.36687,121.6802,401.0904;rot:358.419,269.0926,119.8591;m:prism;scl:0.1008354,0.003,1.811114;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_245;pos:39.00796,121.6957,401.0815;rot:332.8264,107.1307,235.984;m:prism;scl:0.1183719,0.003,0.1094178;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_246;pos:54.30539,121.6972,401.0806;rot:331.3204,251.7077,124.5596;m:prism;scl:0.1122831,0.003,0.111517;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_247;pos:47.17157,122.1064,400.8458;rot:1.580746,89.09275,240.1415;m:prism;scl:0.0974732,0.003,1.750136;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_248;pos:38.72054,120.2058,385.5038;rot:29.59887,17.89688,303.1769;m:prism;scl:0.1167954,0.003,0.1139974;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_249;pos:38.95279,119.7765,392.6309;rot:358.3401,180.8982,61.57451;m:prism;scl:0.1009396,0.003,1.751192;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_250;pos:38.71066,120.2241,393.4386;rot:1.65959,0.8980841,298.4255;m:prism;scl:0.1044031,0.003,1.811872;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_251;pos:38.71944,120.2078,400.7879;rot:28.01412,163.2728,57.38675;m:prism;scl:0.123235,0.003,0.1117352;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_252;pos:38.71189,121.6802,392.8454;rot:358.4189,179.0926,119.8586;m:prism;scl:0.1008338,0.003,1.811113;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_253;pos:38.72078,121.6957,385.4864;rot:332.8267,17.13012,235.9846;m:prism;scl:0.1183696,0.003,0.1094172;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
