i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_1;pos:410,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_2;pos:400,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_3;pos:390,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_4;pos:380,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_5;pos:370,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_6;pos:360,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_7;pos:350,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:cuboid_8;pos:380,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_9;pos:370,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_10;pos:360,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_11;pos:350,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_12;pos:390,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_13;pos:400,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_14;pos:410,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_15;pos:0,120,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_16;pos:0,120,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_17;pos:-3500,120,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_18;pos:5300,120,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_19;pos:0,200,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_20;pos:0,200,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_21;pos:-3500,200,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_22;pos:5300,200,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_23;pos:0,280,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_24;pos:0,280,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_25;pos:-3500,280,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_26;pos:5300,280,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_27;pos:0,360,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_28;pos:0,360,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_29;pos:-3500,360,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_30;pos:5300,360,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_31;pos:380,160,100;rot:0,180,0;m:cuboid;scl:8,8,4;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:cuboid_32;pos:380,400,100;rot:0,180,0;m:cuboid;scl:8,8,4;mat:transparent;clr:255,255,0,175;l:0;c:trigger;c:finish;;
i:cuboid_33;pos:300,160,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_34;pos:300,240,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_35;pos:300,320,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_36;pos:300,400,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_617;pos:391.2,200.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_618;pos:390,200.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_619;pos:394,200.2,-301.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_620;pos:394,200.2,-290.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_621;pos:392.8,200.2,-297.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_622;pos:392.8,200.2,-294.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_623;pos:380,200.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_624;pos:378,200.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_625;pos:374,200.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_626;pos:376,200.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_627;pos:376,200.2,-324;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_628;pos:382,200.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_629;pos:386,200.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_630;pos:384,200.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_631;pos:368,200.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_632;pos:372,200.2,-312;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.96;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_633;pos:370,200.2,-316;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_634;pos:370,200.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_635;pos:390,200.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_636;pos:390,200.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_637;pos:376,200.08,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_638;pos:378,200.16,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_639;pos:380,200.24,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_640;pos:382,200.32,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_641;pos:384,200.4,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_642;pos:386,200.48,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_643;pos:388,200.56,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_644;pos:390,200.64,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_645;pos:380,200.08,-232;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_646;pos:380,200.16,-236;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_647;pos:380,200.24,-240;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_648;pos:380,200.32,-244;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_649;pos:380,200.4,-248;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_650;pos:380,200.48,-252;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_651;pos:380,200.56,-256;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_652;pos:380,200.64,-260;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_653;pos:1360,120,-440;rot:0,180,0;m:cuboid;scl:12,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_654;pos:1380,120,-520;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_655;pos:1380,120.2,-448;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_656;pos:1380,120.2,-456;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_657;pos:1380,120.2,-464;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_658;pos:1378,120.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_659;pos:1374,120.2,-456;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_660;pos:1376,120.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_661;pos:1372,120.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_662;pos:1368,120.2,-448;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_663;pos:1366,120.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_664;pos:1368,120.2,-464;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_665;pos:1386,120.2,-448;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_666;pos:1384,120.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_667;pos:1386,120.2,-464;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_668;pos:1391.2,120.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_669;pos:1390,120.2,-456;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_670;pos:1394,120.2,-461.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_671;pos:1394,120.2,-450.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_672;pos:1392.8,120.2,-457.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_673;pos:1392.8,120.2,-454.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_674;pos:1380,120.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_675;pos:1378,120.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_676;pos:1374,120.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_677;pos:1376,120.2,-468;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_678;pos:1376,120.2,-484;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_679;pos:1382,120.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_680;pos:1386,120.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_681;pos:1384,120.2,-468;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_682;pos:1368,120.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_683;pos:1372,120.2,-472;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.96;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_684;pos:1370,120.2,-476;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_685;pos:1370,120.2,-468;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_686;pos:1390,120.2,-476;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_687;pos:1390,120.2,-468;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_688;pos:1376,120.08,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_689;pos:1378,120.16,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_690;pos:1380,120.24,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_691;pos:1382,120.32,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_692;pos:1384,120.4,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_693;pos:1386,120.48,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_694;pos:1388,120.56,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_695;pos:1390,120.64,-496;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_696;pos:380,120,-280;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_697;pos:380,120,-360;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_698;pos:380,120,-200;rot:0,180,0;m:cuboid;scl:8,0.44,0.08;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_699;pos:380,120.2,-288;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_700;pos:380,120.2,-296;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_701;pos:380,120.2,-304;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_702;pos:378,120.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_703;pos:374,120.2,-296;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_704;pos:376,120.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_705;pos:372,120.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_706;pos:368,120.2,-288;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_707;pos:366,120.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_708;pos:368,120.2,-304;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_709;pos:386,120.2,-288;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_710;pos:384,120.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_711;pos:386,120.2,-304;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_712;pos:391.2,120.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_713;pos:390,120.2,-296;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_714;pos:394,120.2,-301.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_715;pos:394,120.2,-290.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.64;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_716;pos:392.8,120.2,-297.6;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_717;pos:392.8,120.2,-294.4;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_718;pos:380,120.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_719;pos:378,120.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_720;pos:374,120.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_721;pos:376,120.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_722;pos:376,120.2,-324;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_723;pos:382,120.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_724;pos:386,120.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_725;pos:384,120.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_726;pos:368,120.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_727;pos:372,120.2,-312;rot:0,180,0;m:cuboid;scl:0.16,0.4,0.96;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_728;pos:370,120.2,-316;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_729;pos:370,120.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_730;pos:390,120.2,-316;rot:0,180,0;m:cuboid;scl:0.16,0.4,1.76;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_731;pos:390,120.2,-308;rot:0,180,0;m:cuboid;scl:0.56,0.4,0.16;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_732;pos:376,120.08,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_733;pos:378,120.16,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_734;pos:380,120.24,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_735;pos:382,120.32,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_736;pos:384,120.4,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_737;pos:386,120.48,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_738;pos:388,120.56,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_739;pos:390,120.64,-336;rot:0,135.0013,0;m:cuboid;scl:1.13136,0.4,1.13136;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_740;pos:380,120.08,-232;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_741;pos:380,120.16,-236;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_742;pos:380,120.24,-240;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_743;pos:380,120.32,-244;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_744;pos:380,120.4,-248;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_745;pos:380,120.48,-252;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_746;pos:380,120.56,-256;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:ice1;til:0.2,1;clr:255,255,255,255;;
i:cuboid_747;pos:380,120.64,-260;rot:0,135.0013,0;m:cuboid;scl:2.4,0.4,2.4;t:grass1;til:0.2828,0.2828;clr:51,38,63,255;;
i:cuboid_748;pos:380,140,0;rot:0,180,0;m:cuboid;scl:0.4,0.08,12;t:metal2;til:0.1,3;clr:255,255,255,255;;
i:cuboid_749;pos:382,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cuboid_750;pos:378,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cuboid_751;pos:390,140,0;rot:0,180,0;m:cuboid;scl:0.4,0.08,12;t:metal2;til:0.1,3;clr:255,255,255,255;;
i:cuboid_752;pos:388,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cuboid_753;pos:392,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
i:cuboid_754;pos:370,140,0;rot:0,180,0;m:cuboid;scl:0.4,0.08,12;t:metal2;til:0.1,3;clr:255,255,255,255;;
i:cuboid_755;pos:372,140,0;rot:0,180,44.99867;m:cuboid;scl:0.08,0.08,12.4;t:ice1;til:0.1,3;clr:255,255,255,255;;
