i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:cuboid_0;pos:250,0,159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_1;pos:277.637,0,156.737;rot:0,190.0013,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_2;pos:304.4342,0,149.5567;rot:0,199.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_3;pos:329.5775,0,137.8322;rot:0,209.9947,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_4;pos:352.3029,0,121.9197;rot:0,220.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_5;pos:371.9197,0,102.3028;rot:0,229.9993,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_6;pos:387.8322,0,79.5775;rot:0,240.0043,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_7;pos:399.5568,0,54.4342;rot:0,249.9994,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_8;pos:406.7371,0,27.63695;rot:0,260,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_9;pos:409.1549,0,0;rot:0,270,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_10;pos:250,0,-159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_11;pos:277.637,0,-156.737;rot:0,169.9987,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_12;pos:304.4342,0,-149.5567;rot:0,160.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_13;pos:329.5775,0,-137.8322;rot:0,150.0053,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_14;pos:352.3029,0,-121.9197;rot:0,139.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_15;pos:371.9197,0,-102.3028;rot:0,130.0007,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_16;pos:387.8322,0,-79.5775;rot:0,119.9957,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_17;pos:399.5568,0,-54.4342;rot:0,110.0006,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_18;pos:406.7371,0,-27.63695;rot:0,99.99998,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_19;pos:409.1549,0,0;rot:0,90,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_20;pos:-250,0,159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_21;pos:-277.637,0,156.737;rot:0,169.9987,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_22;pos:-304.4342,0,149.5567;rot:0,160.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_23;pos:-329.5775,0,137.8322;rot:0,150.0053,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_24;pos:-352.3029,0,121.9197;rot:0,139.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_25;pos:-371.9197,0,102.3028;rot:0,130.0007,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_26;pos:-387.8322,0,79.5775;rot:0,119.9957,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_27;pos:-399.5568,0,54.4342;rot:0,110.0006,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_28;pos:-406.7371,0,27.63695;rot:0,99.99998,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_29;pos:-409.1549,0,0;rot:0,90,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_30;pos:-250,0,-159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_31;pos:-277.637,0,-156.737;rot:0,190.0013,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_32;pos:-304.4342,0,-149.5567;rot:0,199.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_33;pos:-329.5775,0,-137.8322;rot:0,209.9947,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_34;pos:-352.3029,0,-121.9197;rot:0,220.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_35;pos:-371.9197,0,-102.3028;rot:0,229.9993,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_36;pos:-387.8322,0,-79.5775;rot:0,240.0043,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_37;pos:-399.5568,0,-54.4342;rot:0,249.9994,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_38;pos:-406.7371,0,-27.63695;rot:0,260,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_39;pos:-409.1549,0,0;rot:0,270,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_40;pos:0,0,159.155;rot:0,180,0;m:cuboid;scl:50,0.5,5;t:grass2;til:10,1;;
i:cuboid_41;pos:0,0,-159.155;rot:0,180,0;m:cuboid;scl:50,0.5,5;t:grass2;til:10,1;;
i:cylinder_162;pos:-374.049,2,-71.61975;rot:0,240.0043,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_163;pos:-384.6011,2,-48.99078;rot:0,249.9994,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_164;pos:-391.0634,2,-24.87325;rot:0,260,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_165;pos:-393.2394,2,0;rot:0,270,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_166;pos:250,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_167;pos:280.4006,2,172.4108;rot:0,190.0013,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_168;pos:309.8776,2,164.5124;rot:0,199.997,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_169;pos:337.5352,2,151.6155;rot:0,209.9947,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_170;pos:362.5331,2,134.1117;rot:0,220.003,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_171;pos:384.1117,2,112.5331;rot:0,229.9993,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_172;pos:401.6155,2,87.53525;rot:0,240.0043,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_173;pos:414.5124,2,59.87762;rot:0,249.9994,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_174;pos:422.4108,2,30.40064;rot:0,260,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_175;pos:425.0704,2,0;rot:0,270,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_176;pos:250,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_177;pos:280.4006,2,-172.4108;rot:0,169.9987,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_178;pos:309.8776,2,-164.5124;rot:0,160.003,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_179;pos:337.5352,2,-151.6155;rot:0,150.0053,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_180;pos:362.5331,2,-134.1117;rot:0,139.997,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_181;pos:384.1117,2,-112.5331;rot:0,130.0007,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_182;pos:401.6155,2,-87.53525;rot:0,119.9957,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_183;pos:414.5124,2,-59.87762;rot:0,110.0006,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_184;pos:422.4108,2,-30.40064;rot:0,99.99998,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_185;pos:425.0704,2,0;rot:0,90,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_186;pos:-250,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_187;pos:-280.4006,2,172.4108;rot:0,169.9987,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_188;pos:-309.8776,2,164.5124;rot:0,160.003,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_189;pos:-337.5352,2,151.6155;rot:0,150.0053,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_190;pos:-362.5331,2,134.1117;rot:0,139.997,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_191;pos:-384.1117,2,112.5331;rot:0,130.0007,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_192;pos:-401.6155,2,87.53525;rot:0,119.9957,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_193;pos:-414.5124,2,59.87762;rot:0,110.0006,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_194;pos:-422.4108,2,30.40064;rot:0,99.99998,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_195;pos:-425.0704,2,0;rot:0,90,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_196;pos:-250,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_197;pos:-280.4006,2,-172.4108;rot:0,190.0013,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_198;pos:-309.8776,2,-164.5124;rot:0,199.997,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_199;pos:-337.5352,2,-151.6155;rot:0,209.9947,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_200;pos:-362.5331,2,-134.1117;rot:0,220.003,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_201;pos:-384.1117,2,-112.5331;rot:0,229.9993,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_202;pos:-401.6155,2,-87.53525;rot:0,240.0043,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_203;pos:-414.5124,2,-59.87762;rot:0,249.9994,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_204;pos:-422.4108,2,-30.40064;rot:0,260,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_205;pos:-425.0704,2,0;rot:0,270,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_206;pos:0,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_207;pos:25,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_208;pos:50,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_209;pos:75,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_210;pos:100,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_211;pos:125,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_212;pos:150,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_213;pos:175,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_214;pos:200,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_215;pos:225,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_216;pos:-25,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_217;pos:-50,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_218;pos:-75,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_219;pos:-100,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_220;pos:-125,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_221;pos:-150,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_222;pos:-175,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_223;pos:-200,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_224;pos:-225,2,175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_225;pos:0,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_226;pos:25,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_227;pos:50,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_228;pos:75,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_229;pos:100,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_230;pos:125,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_231;pos:150,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_232;pos:175,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_233;pos:200,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_234;pos:225,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_235;pos:-25,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_236;pos:-50,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_237;pos:-75,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_238;pos:-100,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_239;pos:-125,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_240;pos:-150,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_241;pos:-175,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_242;pos:-200,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_243;pos:-225,2,143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_244;pos:0,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_245;pos:25,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_246;pos:50,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_247;pos:75,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_248;pos:100,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_249;pos:125,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_250;pos:150,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_251;pos:175,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_252;pos:200,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_253;pos:225,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_254;pos:-25,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_255;pos:-50,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_256;pos:-75,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_257;pos:-100,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_258;pos:-125,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_259;pos:-150,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_260;pos:-175,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_261;pos:-200,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_262;pos:-225,2,-175.0704;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_263;pos:0,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_264;pos:25,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_265;pos:50,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_266;pos:75,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_267;pos:100,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_268;pos:125,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_269;pos:150,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_270;pos:175,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_271;pos:200,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_272;pos:225,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_273;pos:-25,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_274;pos:-50,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_275;pos:-75,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_276;pos:-100,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_277;pos:-125,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_278;pos:-150,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_279;pos:-175,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_280;pos:-200,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cylinder_281;pos:-225,2,-143.2395;rot:0,180,0;m:cylinder;scl:0.05,0.2,0.01;;
i:cuboid_282;pos:250,2,184.1582;rot:0,180,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_283;pos:281.9787,2,181.3604;rot:0,190.0013,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_284;pos:312.9858,2,173.0521;rot:0,199.997,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_285;pos:342.0791,2,159.4857;rot:0,209.9947,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_286;pos:368.3746,2,141.0733;rot:0,220.003,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_287;pos:391.0733,2,118.3746;rot:0,229.9993,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_288;pos:409.4857,2,92.07912;rot:0,240.0043,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_289;pos:423.0521,2,62.98581;rot:0,249.9994,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_290;pos:431.3604,2,31.97871;rot:0,260,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_291;pos:434.1582,2,0;rot:0,270,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_292;pos:250,2,-184.1582;rot:0,180,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_293;pos:281.9787,2,-181.3604;rot:0,169.9987,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_294;pos:312.9858,2,-173.0521;rot:0,160.003,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_295;pos:342.0791,2,-159.4857;rot:0,150.0053,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_296;pos:368.3746,2,-141.0733;rot:0,139.997,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_297;pos:391.0733,2,-118.3746;rot:0,130.0007,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_298;pos:409.4857,2,-92.07912;rot:0,119.9957,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_299;pos:423.0521,2,-62.98581;rot:0,110.0006,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_300;pos:431.3604,2,-31.97871;rot:0,99.99998,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_301;pos:434.1582,2,0;rot:0,90,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_302;pos:-250,2,184.1582;rot:0,180,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_303;pos:-281.9787,2,181.3604;rot:0,169.9987,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_304;pos:-312.9858,2,173.0521;rot:0,160.003,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_305;pos:-342.0791,2,159.4857;rot:0,150.0053,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_306;pos:-368.3746,2,141.0733;rot:0,139.997,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_307;pos:-391.0733,2,118.3746;rot:0,130.0007,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_308;pos:-409.4857,2,92.07912;rot:0,119.9957,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_309;pos:-423.0521,2,62.98581;rot:0,110.0006,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_310;pos:-431.3604,2,31.97871;rot:0,99.99998,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_311;pos:-434.1582,2,0;rot:0,90,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_312;pos:-250,2,-184.1582;rot:0,180,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_313;pos:-281.9787,2,-181.3604;rot:0,190.0013,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_314;pos:-312.9858,2,-173.0521;rot:0,199.997,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_315;pos:-342.0791,2,-159.4857;rot:0,209.9947,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_316;pos:-368.3746,2,-141.0733;rot:0,220.003,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_317;pos:-391.0733,2,-118.3746;rot:0,229.9993,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_318;pos:-409.4857,2,-92.07912;rot:0,240.0043,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_319;pos:-423.0521,2,-62.98581;rot:0,249.9994,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_320;pos:-431.3604,2,-31.97871;rot:0,260,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_321;pos:-434.1582,2,0;rot:0,270,0;m:cuboid;scl:3.2577,0.4,0.5;t:stone4;til:9.7731,1.5;;
i:cuboid_322;pos:0,2,184.1582;rot:0,180,0;m:cuboid;scl:50,0.4,0.5;t:stone4;til:150,1.5;;
i:cuboid_323;pos:250,2,134.1517;rot:0,180,0;m:cuboid;scl:2.3851,0.4,0.5;t:stone4;til:7.1553,1.5;;
i:cuboid_324;pos:273.2952,2,132.1137;rot:0,190.0013,0;m:cuboid;scl:2.3851,0.4,0.5;t:stone4;til:7.1553,1.5;;
i:cuboid_325;pos:295.8826,2,126.0614;rot:0,199.997,0;m:cuboid;scl:2.3851,0.4,0.5;t:stone4;til:7.1553,1.5;;
i:cuboid_326;pos:317.0759,2,116.1788;rot:0,209.9947,0;m:cuboid;scl:2.3851,0.4,0.5;t:stone4;til:7.1553,1.5;;
i:cuboid_327;pos:336.2311,2,102.7662;rot:0,220.003,0;m:cuboid;scl:2.3851,0.4,0.5;t:stone4;til:7.1553,1.5;;
i:cuboid_328;pos:352.7661,2,86.23107;rot:0,229.9993,0;m:cuboid;scl:2.3851,0.4,0.5;t:stone4;til:7.1553,1.5;;
i:cuboid_329;pos:366.1788,2,67.07587;rot:0,240.0043,0;m:cuboid;scl:2.3851,0.4,0.5;t:stone4;til:7.1553,1.5;;
i:cuboid_330;pos:376.0614,2,45.88259;rot:0,249.9994,0;m:cuboid;scl:2.3851,0.4,0.5;t:stone4;til:7.1553,1.5;;
