i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:0,-24.29533,0;m:cuboid;scl:1100,5,1100;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_2;pos:0,-24.66419,0;m:cuboid;scl:1100,5,1100;t:earth2;til:600,600;clr:66,165,243,255;;
i:cylinder_175;pos:-2.386287,4.637367,69.14521;rot:0,359.8735,270;m:cylinder;scl:0.02,0.2,0.02;t:rock1;til:0.001,1;;
i:cylinder_176;pos:-17.39734,4.609505,69.09343;rot:2.668043E-08,359.3697,269.8;m:cylinder;scl:0.02,0.2,0.02;t:rock1;til:0.001,1;;
i:cylinder_177;pos:1.976206,4.543653,73.31061;rot:356.1967,191.5338,269.8393;m:cylinder;scl:0.02,0.25,0.02;t:rock1;til:0.001,1.5;;
i:cylinder_178;pos:-22.97013,4.633875,73.51868;rot:1.399864,349.1658,270.0196;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_179;pos:-24.46337,4.548578,82.35978;rot:0.006278651,168.8645,270.1198;m:cylinder;scl:0.02,0.5,0.02;t:rock1;til:0.001,4;;
i:cylinder_180;pos:-57.57539,4.564165,49.71903;rot:1.195283E-05,101.3626,269.96;m:cylinder;scl:0.02,0.5,0.02;t:rock1;til:0.001,4;;
i:cylinder_181;pos:-57.72629,4.528243,138.1628;rot:359.5388,101.6148,270.0272;m:cylinder;scl:0.02,0.5,0.02;t:rock1;til:0.001,4;;
i:cylinder_182;pos:35.69911,4.475159,137.9881;rot:354.5999,258.8785,270.1139;m:cylinder;scl:0.02,0.5,0.02;t:rock1;til:0.001,4;;
i:cylinder_183;pos:-45.64909,4.55382,133.286;rot:359.9897,179.9173,269.9207;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_184;pos:-48.97335,4.673107,136.2538;rot:1.619954,281.289,269.8047;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_185;pos:24.03781,4.542076,133.1282;rot:-0.001172711,180.1641,270.1199;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_186;pos:26.77946,4.530989,136.0349;rot:-3.415095E-06,78.7841,270;m:cylinder;scl:0.02,0.3,0.02;t:rock1;til:0.001,2;;
i:cylinder_187;pos:3.965892,4.534037,82.05653;rot:2.57183,191.3676,270.1391;m:cylinder;scl:0.02,0.4,0.02;t:rock1;til:0.001,3;;
i:cylinder_188;pos:37.84208,4.497148,132.8805;rot:359.8803,357.7024,268.4446;m:cylinder;scl:0.02,0.15,0.02;t:rock1;til:0.001,1;;
i:cylinder_189;pos:-59.64905,4.586944,133.3006;rot:0.01814591,180.4494,269.6004;m:cylinder;scl:0.02,0.15,0.02;t:rock1;til:0.001,1;;
i:cuboid_190;pos:-97.95863,7.917889,37.54527;rot:0,44.73499,0;m:cuboid;scl:1.5,0.05,1.5;t:wood1;til:0.75,0.75;;
i:cuboid_191;pos:-117.3086,7.913801,84.66016;rot:0,89.90429,0;m:cuboid;scl:1.5,0.05,1.5;t:wood1;til:0.75,0.75;;
i:cuboid_192;pos:-97.99036,7.914636,131.4451;rot:0,134.8041,0;m:cuboid;scl:1.5,0.05,1.5;t:wood1;til:0.75,0.75;;
i:cuboid_193;pos:-66.55344,7.981677,160.2508;rot:0,123.914,0;m:cuboid;scl:1.5,0.05,1.5;t:wood1;til:0.75,0.75;;
i:cuboid_194;pos:-23.65525,7.904059,188.9539;rot:0,168.8935,0;m:cuboid;scl:1.5,0.05,1.5;t:wood1;til:0.75,0.75;;
i:cuboid_195;pos:25.92994,7.902403,178.8357;rot:0,213.9335,0;m:cuboid;scl:1.5,0.05,1.5;t:wood1;til:0.75,0.75;;
i:cuboid_196;pos:76.498,7.889833,37.44633;rot:0,314.9719,0;m:cuboid;scl:1.5,0.05,1.5;t:wood1;til:0.75,0.75;;
i:cuboid_197;pos:95.90462,7.883731,84.38242;rot:0,270.2509,0;m:cuboid;scl:1.5,0.05,1.5;t:wood1;til:0.75,0.75;;
i:cuboid_198;pos:76.43365,7.882121,131.4025;rot:0,225.3406,0;m:cuboid;scl:1.5,0.05,1.5;t:wood1;til:0.75,0.75;;
i:cylinder_199;pos:36.14491,4.578003,49.06232;rot:1.195283E-05,258.9179,270;m:cylinder;scl:0.02,0.5,0.02;t:rock1;til:0.001,4;;
i:cylinder_200;pos:-3.345478,4.401945,-104.3273;rot:0.01306693,359.9354,270.4798;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_201;pos:-15.44403,4.431109,-104.4341;rot:-1.454083E-06,0.2350703,269.9999;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_202;pos:-1.961284,4.454566,-85.25343;rot:359.985,180.0934,269.8407;m:cylinder;scl:0.02,0.25,0.02;t:rock1;til:0.001,1.5;;
i:cylinder_203;pos:-16.96612,4.466472,-85.33026;rot:0.002345383,179.8324,269.84;m:cylinder;scl:0.02,0.25,0.02;t:rock1;til:0.001,1.5;;
i:cuboid_204;pos:85.17197,-11.89819,74.67641;rot:0,89.18919,0;m:cuboid;scl:50,1,50;t:stone10;til:5,5;;
i:cuboid_205;pos:-89.04684,-5.711161,46.31962;rot:0,44.56499,0;m:cuboid;t:stone10;til:0.3,0.3;;
i:cuboid_206;pos:-104.9334,-6.515126,84.57219;rot:0,89.8049,0;m:cuboid;t:stone10;til:0.3,0.3;;
i:cuboid_207;pos:-89.17744,-6.267778,122.6989;rot:0,134.9998,0;m:cuboid;t:stone10;til:0.3,0.3;;
i:cuboid_208;pos:-55.94346,-5.290135,153.5839;rot:0,123.729,0;m:cuboid;t:stone10;til:0.3,0.3;;
i:cuboid_209;pos:-21.20458,-6.115067,176.744;rot:0,168.7156,0;m:cuboid;t:stone10;til:0.3,0.3;;
i:cuboid_210;pos:19.11988,-5.149562,168.4176;rot:0,213.8955,0;m:cuboid;t:stone10;til:0.3,0.3;;
i:cuboid_211;pos:67.77932,-5.16517,122.4858;rot:0,225.2537,0;m:cuboid;t:stone10;til:0.3,0.3;;
i:cuboid_212;pos:83.39601,-5.147823,84.34829;rot:0,270.0824,0;m:cuboid;t:stone10;til:0.3,0.3;;
i:cuboid_213;pos:67.62438,-5.36236,46.21435;rot:0,314.9401,0;m:cuboid;t:stone10;til:0.3,0.3;;
i:cuboid_214;pos:-89.00155,5.649649,46.39215;rot:336.2,224.5182,-4.665636E-06;m:cuboid;scl:0.6,0.05,1.15;t:wood1;til:0.4,0.5;;
i:cuboid_215;pos:-104.6733,5.603716,84.57296;rot:336,269.8808,2.803715E-06;m:cuboid;scl:0.6,0.05,1.15;t:wood1;til:0.4,0.5;;
i:cuboid_216;pos:-89.01182,5.616837,122.6091;rot:336.28,314.8742,-5.595322E-06;m:cuboid;scl:0.6,0.05,1.15;t:wood1;til:0.4,0.5;;
i:cuboid_217;pos:-56.02782,5.70149,153.3068;rot:336.2,303.9278,-9.331271E-07;m:cuboid;scl:0.6,0.05,1.15;t:wood1;til:0.4,0.5;;
i:cuboid_218;pos:-21.17143,5.596126,176.5923;rot:336.28,348.4795,2.331385E-06;m:cuboid;scl:0.6,0.05,1.15;t:wood1;til:0.4,0.5;;
i:cuboid_219;pos:19.05643,5.598027,168.224;rot:336.24,34.03856,-6.06346E-06;m:cuboid;scl:0.6,0.05,1.15;t:wood1;til:0.4,0.5;;
i:cuboid_220;pos:67.59692,5.585575,122.2799;rot:336.4,45.41735,0;m:cuboid;scl:0.6,0.05,1.15;t:wood1;til:0.4,0.5;;
i:cuboid_221;pos:83.30524,5.587918,84.375;rot:335.96,89.86712,1.869725E-06;m:cuboid;scl:0.6,0.05,1.15;t:wood1;til:0.4,0.5;;
i:cuboid_222;pos:67.56121,5.5786,46.35342;rot:336.0026,135.5784,359.5417;m:cuboid;scl:0.6,0.05,1.15;t:wood1;til:0.4,0.5;;
i:cuboid_223;pos:-87.14316,2.725886,51.92498;rot:0,44.15549,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_224;pos:-99.60374,2.597846,87.13496;rot:0,90.88767,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_225;pos:-87.19683,2.740506,117.203;rot:0,134.8974,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_226;pos:-83.58624,2.740725,120.8427;rot:0,134.9669,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_227;pos:-50.27769,2.652787,152.5421;rot:0,125.0388,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_228;pos:-17.61528,2.651105,171.9422;rot:0,169.0449,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_229;pos:-22.6192,2.641801,170.9856;rot:0,168.7146,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_230;pos:14.08049,2.673447,165.3716;rot:0,214.7231,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_231;pos:18.28922,2.647894,162.5822;rot:0,214.1531,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_232;pos:65.73045,2.687088,116.815;rot:0,225.0457,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_233;pos:78.06813,2.654141,81.8058;rot:0,271.0343,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_234;pos:65.68316,2.566854,51.91506;rot:0,316.2235,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_235;pos:62.07432,2.730707,48.2446;rot:0,314.2623,0;m:cuboid;scl:0.1,0.5,0.1;t:wood1;til:0.1,0.3;;
i:cuboid_236;pos:76.50582,0.5768659,27.53259;rot:0,314.8656,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_237;pos:86.42496,1.869894,37.44415;rot:0,315.3716,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_238;pos:76.50377,1.874557,47.40385;rot:0,225.2209,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_239;pos:66.57092,1.883373,37.42843;rot:0,134.8599,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_240;pos:88.83566,1.916509,77.38889;rot:0,90.89926,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_241;pos:102.9158,0.6189378,77.31924;rot:0,269.3148,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_242;pos:102.9534,1.927343,91.37198;rot:0,179.5023,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_243;pos:88.91766,1.913485,91.44122;rot:0,179.8923,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_244;pos:76.48171,1.968445,141.3456;rot:0,224.851,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_245;pos:86.3685,0.6273959,131.3645;rot:0,226.2708,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_246;pos:76.36954,1.955561,121.4675;rot:0,314.2496,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_247;pos:66.52255,1.94925,131.4671;rot:0,45.68886,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_248;pos:35.68062,2.082612,180.7514;rot:0,303.5174,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_249;pos:27.83419,2.033592,169.0774;rot:0,303.547,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_250;pos:16.19391,2.079721,176.9466;rot:0,33.94672,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_251;pos:24.02861,0.5792781,188.5875;rot:0,123.3465,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_252;pos:-18.09893,2.07582,197.2007;rot:0,169.3956,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_253;pos:-15.41417,2.067122,183.4303;rot:0,259.7953,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_254;pos:-29.18631,2.114567,180.7058;rot:0,348.9944,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_255;pos:-31.85743,0.6311645,194.4496;rot:0,78.89437,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_256;pos:-64.65283,2.087749,150.4986;rot:0,34.09428,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_257;pos:-76.20277,0.7281588,158.3191;rot:0,33.29432,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_258;pos:-68.46175,2.118255,169.9832;rot:0,124.994,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_259;pos:-56.8251,2.08137,162.1682;rot:0,214.1437,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_260;pos:-88.05747,2.089114,131.4745;rot:0,223.4923,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_261;pos:-97.96062,2.092997,121.5277;rot:0,314.741,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_262;pos:-107.9466,0.8202394,131.4177;rot:0,44.19086,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_263;pos:-98.05254,2.056882,141.3849;rot:0,135.1906,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_264;pos:-110.2619,2.130837,91.70461;rot:0,180.0596,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_265;pos:-110.2511,2.123211,77.63364;rot:0,269.6484,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_266;pos:-124.2897,0.6312985,77.62043;rot:0,359.6379,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_267;pos:-124.3503,2.115483,91.65147;rot:0,90.38766,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_268;pos:-97.99654,2.06451,47.46043;rot:0,134.2373,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_269;pos:-88.00381,2.177253,37.54811;rot:0,224.6968,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_270;pos:-97.89365,0.663398,27.62167;rot:0,314.8058,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:cuboid_271;pos:-107.9014,2.031071,37.51127;rot:0,44.26565,0;m:cuboid;scl:0.1,1.5,0.1;t:wood1;til:0.1,1;;
i:boulder1_272;pos:-845.2251,96.19132,-657.7515;rot:0,320.4753,0;m:boulder1;scl:1,1,0.25;t:rock3;til:0.5,0.5;;
i:sphere_273;pos:-4173.032,22.59354,-3478.218;rot:0,183.474,0;m:sphere;scl:0.1,0.125,0.1;t:rock1;til:10,10;clr:255,182,0,255;;
i:sphere_274;pos:-85.68787,58.26279,4349.188;rot:0,294.7261,0;m:sphere;scl:0.1,0.125,0.1;t:rock1;til:10,10;clr:255,182,0,255;;
i:sphere_275;pos:-1286.553,2.563747,1001.655;rot:0,220.7273,0;m:sphere;scl:0.1,0.125,0.1;t:rock1;til:10,10;clr:255,182,0,255;;
i:sphere_276;pos:-25.9617,27.77858,0.3041795;rot:0,8.228816,0;m:sphere;scl:0.1,0.125,0.1;t:rock1;til:10,10;clr:255,182,0,255;;
i:sphere_277;pos:-947.9989,12.20372,-583.2726;rot:0,252.4791,0;m:sphere;scl:0.1,0.125,0.1;t:rock1;til:10,10;clr:255,182,0,255;;
i:sphere_278;pos:-593.3422,20.04048,-2973.052;rot:2.988208E-06,57.73093,15;m:sphere;scl:0.1,0.125,0.1;t:rock1;til:10,10;clr:255,182,0,255;;
i:cuboid_279;pos:-119.3259,-0.4352593,91.67831;rot:0,180.2911,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_280;pos:-94.63201,-0.4515482,137.9741;rot:0,223.691,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_281;pos:-64.39207,-0.3329783,167.314;rot:0,214.8712,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_282;pos:-17.21384,-0.4553567,192.3014;rot:0,257.4431,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_283;pos:32.97717,-0.3964187,176.7316;rot:0,304.1439,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_284;pos:70.12912,-0.4896079,135.0086;rot:0,135.5458,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_285;pos:93.93238,-0.4946324,91.48616;rot:0,0.2019722,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_286;pos:97.97838,-0.5746323,91.45168;rot:0,0.0819661,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cylinder_287;pos:-1.66608,25.22247,-32.67458;rot:0,0.4832048,0;m:cylinder;scl:0.25,5,0.25;t:rock2;til:0.25,7;clr:133,136,115,255;;
i:cylinder_288;pos:-17.57786,25.26249,-32.36052;rot:0,0.4832048,0;m:cylinder;scl:0.25,5,0.25;t:rock2;til:0.25,7;clr:133,136,115,255;;
i:cylinder_289;pos:12.33915,25.22247,-19.28489;rot:0,0.4832048,0;m:cylinder;scl:0.25,5,0.25;t:rock2;til:0.25,7;clr:133,136,115,255;;
i:cylinder_290;pos:-30.73867,24.86248,-20.14933;rot:0,0.4832048,0;m:cylinder;scl:0.25,5,0.25;t:rock2;til:0.25,7;clr:133,136,115,255;;
i:cylinder_291;pos:11.69927,24.82247,0.2298384;rot:0,0.4832048,0;m:cylinder;scl:0.25,5,0.25;t:rock2;til:0.25,7;clr:133,136,115,255;;
i:cuboid_292;pos:-24.18121,35.0191,-26.56211;rot:0,43.80564,0;m:cuboid;scl:1.7,8,0.1;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:cuboid_293;pos:-24.15188,34.71899,5.447266;rot:0,136.4719,0;m:cuboid;scl:1.75,8,0.1;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:cylinder_294;pos:-31.2878,25.02249,-1.365247;rot:0,0.4832048,0;m:cylinder;scl:0.25,5,0.25;t:rock2;til:0.25,7;clr:133,136,115,255;;
i:cylinder_295;pos:-2.575269,24.78248,12.32297;rot:0,0.4832048,0;m:cylinder;scl:0.25,5,0.25;t:rock2;til:0.25,7;clr:133,136,115,255;;
i:cylinder_296;pos:-16.92493,25.26251,12.14412;rot:0,0.4832048,0;m:cylinder;scl:0.25,5,0.25;t:rock2;til:0.25,7;clr:133,136,115,255;;
i:cuboid_297;pos:-9.357862,42.6498,-10.20138;rot:0,341.2633,0;m:cuboid;scl:0.2,0.2,4.85;clr:81,86,240,255;;
i:cuboid_298;pos:-10.03226,42.63166,-9.973698;rot:0,18.46101,0;m:cuboid;scl:0.2,0.2,4.85;clr:81,86,240,255;;
i:cuboid_299;pos:-9.454097,42.72693,-10.31241;rot:4.632832E-08,112.3173,-4.408234E-08;m:cuboid;scl:0.2,0.2,4.85;clr:81,86,240,255;;
i:cuboid_300;pos:-9.5109,42.63572,-9.939705;rot:0,64.36509,0;m:cuboid;scl:0.2,0.2,4.85;clr:81,86,240,255;;
i:cylinder_301;pos:14.68097,16.52897,-9.443254;rot:0,89.15551,0;m:cylinder;scl:2,1,2;t:stone1;til:1.5,1.75;;
i:cylinder_302;pos:-9.654283,43.88109,-10.24428;rot:0,0.1425217,0;m:cylinder;scl:4.85,0.1,4.85;t:stone1;til:2.5,2.5;;
i:cylinder_303;pos:14.67788,44.39182,-9.386328;rot:0,267.4398,0;m:cylinder;scl:1.75,0.05,1.75;t:metal2;;
i:cuboid_304;pos:-31.15786,35.20781,-10.9498;rot:0,88.42538,0;m:cuboid;scl:1.7,8,0.1;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:cuboid_305;pos:12.40203,48.73052,-15.9576;rot:0,89.57865,0;m:cuboid;scl:0.5,5,0.05;t:stone3;til:0.015,0.003;clr:179,165,165,255;;
i:cylinder_306;pos:14.65678,75.24173,-9.363912;rot:0,267.6049,0;m:cylinder;scl:1.75,0.05,1.75;t:metal2;;
i:arc180_307;pos:18.32274,49.47517,-9.586143;rot:0,178.9686,0;m:arc180;scl:1.2,10,1;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:cylinder_308;pos:-8.924644,74.52667,-10.27662;rot:0,1.662471,0;m:cylinder;scl:5.5,0.125,5.5;t:stone1;til:2.5,2.5;;
i:cylinder_309;pos:14.67288,58.75902,-9.368854;rot:0,267.5684,0;m:cylinder;scl:1.75,0.05,1.75;t:metal2;;
i:cylinder_310;pos:-81.06526,4.444782,45.93427;rot:1.682435,44.8877,270.3279;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_311;pos:-89.72977,4.471169,54.4701;rot:0.006372567,44.78773,269.8802;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_312;pos:-99.64382,4.599619,78.52563;rot:-0.003934189,90.09599,269.8401;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_313;pos:-99.76067,4.540102,90.78001;rot:8.537737E-06,89.90556,270;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_314;pos:-89.90839,4.48316,114.5594;rot:0.002552783,134.9049,270.08;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_315;pos:-81.27391,4.53168,123.3134;rot:0.006107897,134.8229,270.1198;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_316;pos:-54.84787,4.503527,145.5226;rot:359.9923,124.0818,270.2399;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_317;pos:-48.13805,4.504335,155.8205;rot:359.9926,123.9817,269.7601;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_318;pos:-26.22631,4.565415,170.2803;rot:2.134434E-06,169.0397,270;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_319;pos:-14.26863,4.48603,172.7819;rot:-2.561321E-06,168.8389,270;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_320;pos:11.11455,4.412004,167.4285;rot:359.9909,214.0884,270.1998;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_321;pos:21.45372,4.498278,160.6706;rot:6.830189E-06,214.2382,270.12;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_322;pos:59.69647,4.534627,122.914;rot:0.001738283,225.2574,270.04;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_323;pos:68.29118,4.429994,114.3389;rot:0.0008623114,224.637,269.88;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_324;pos:78.26844,4.484875,90.40273;rot:359.9894,270.1546,269.8804;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_325;pos:78.21889,4.537881,78.20674;rot:0.01911087,270.0639,270.2793;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_326;pos:68.13187,4.497754,54.1879;rot:-0.001091123,315.2231,269.92;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cylinder_327;pos:59.63334,4.446958,45.6053;rot:-0.005301934,315.1827,269.9202;m:cylinder;scl:0.02,0.35,0.02;t:rock1;til:0.001,2.5;;
i:cuboid_328;pos:-91.1446,-0.3284955,40.61144;rot:0,224.5225,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_329;pos:-94.65884,-0.3478861,44.21923;rot:0,223.7207,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_330;pos:-110.3004,-0.3532316,81.95567;rot:0,269.0884,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_331;pos:-110.3003,-0.3716634,87.11783;rot:0,270.718,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_332;pos:-94.72854,-0.4116372,124.7038;rot:0,314.6772,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_333;pos:-91.17495,-0.4116371,128.339;rot:0,314.8772,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_334;pos:-62.07796,-0.4497762,154.3142;rot:0,304.7146,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_335;pos:-59.26556,-0.4925835,158.514;rot:0,303.4643,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_336;pos:-19.832,-0.3947747,182.5315;rot:0,348.4608,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_337;pos:-24.73814,-0.3947745,181.5665;rot:0,348.4608,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_338;pos:24.27796,-0.4697029,171.4387;rot:0,33.77073,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_339;pos:20.1007,-0.4697029,174.2708;rot:0,32.73073,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_340;pos:69.8803,-0.5441496,128.0071;rot:0,44.84862,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_341;pos:73.37378,-0.5617935,124.4622;rot:0,45.8086,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_342;pos:88.91008,-0.5730507,81.87685;rot:0,89.6284,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_343;pos:88.94269,-0.573051,86.92189;rot:0,87.70839,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_344;pos:69.6428,-0.6408114,40.62538;rot:0,135.958,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
i:cuboid_345;pos:73.20135,-0.5939764,44.18177;rot:0,136.4579,0;m:cuboid;scl:0.1,2,0.1;t:wood1;til:0.1,1.25;;
